customer_name,email,industrytype,purchasedate,month,city,region,country,price_USD,payment_method,referral_source,customer_segment,shoot_day,shoot_time
Amy Wheeler,stephanielittle@example.net,Wedding,2025-05-06,2025-05,Jamestown,Wisconsin,United States,1790.33,Cash,Referral,New Customer,Saturday,11:00
Phillip Wong,pauladominguez@example.com,Portrait,2025-05-07,2025-05,North Melissaberg,Nova Scotia,Canada,351.51,Credit Card,Facebook,New Customer,Tuesday,16:30
Tammy Hill,qschwartz@example.com,Portrait,2025-05-06,2025-05,Stevenland,Saskatchewan,Canada,341.76,Apple Pay,Direct Visit,Occasional Buyer,Wednesday,16:30
Antonio Price,scottlisa@example.org,Real Estate,2025-05-11,2025-05,Fernandoland,Illinois,United States,197.01,Cash,Instagram,Returning Customer,Thursday,11:00
Cassandra Vasquez,amberreynolds@example.net,Product,2025-05-08,2025-05,Jonesborough,Indiana,United States,522.18,Bank Transfer,Direct Visit,Business Client,Thursday,14:00
Benjamin Luna,fsmith@example.org,Portrait,2025-05-07,2025-05,South Jenniferville,Illinois,United States,283.97,Bank Transfer,Google Search,New Customer,Wednesday,16:30
Gary Myers,robertsonshelby@example.com,Portrait,2025-05-06,2025-05,North Elizabethview,Wisconsin,United States,283.57,Credit Card,Facebook,Business Client,Friday,18:30
April Finley,imartinez@example.com,Portrait,2025-05-09,2025-05,Grahamland,Alberta,Canada,157.91,Bank Transfer,Instagram,Returning Customer,Thursday,13:00
Zachary Holland,amanda51@example.com,Wedding,2025-05-05,2025-05,Evelynfurt,Manitoba,Canada,2061.32,Credit Card,Referral,Occasional Buyer,Saturday,11:00
Tracy Guerrero,heather15@example.com,Wedding,2025-05-09,2025-05,Deborahburgh,Quebec,Canada,2010.17,Credit Card,Direct Visit,Returning Customer,Friday,17:00
Corey Cortez,tracybrown@example.net,Wedding,2025-05-09,2025-05,Lake Samuelborough,Michigan,United States,2586.86,Credit Card,Email Campaign,Business Client,Friday,11:00
Alexis Morgan,kristin06@example.org,Product,2025-05-11,2025-05,Victormouth,Ontario,Canada,399.97,Apple Pay,Facebook,Returning Customer,Monday,14:00
Teresa Berg,joycehall@example.org,Wedding,2025-05-08,2025-05,Port Desiree,North Carolina,United States,1800.83,PayPal,Instagram,New Customer,Saturday,19:00
Thomas Williams,alexischen@example.com,Wedding,2025-05-09,2025-05,Lake Donaldtown,British Columbia,Canada,2434.42,PayPal,Email Campaign,Business Client,Saturday,17:00
Robert Wilson,bryanharris@example.com,Event,2025-05-08,2025-05,South Cherylshire,Ontario,Canada,454.15,PayPal,Google Search,New Customer,Saturday,19:00
Erica Oconnell,kathrynwatkins@example.com,Event,2025-05-05,2025-05,Nguyenshire,Wisconsin,United States,395.33,Apple Pay,Email Campaign,Business Client,Sunday,15:00
Jacob Martin,sarawilliams@example.org,Event,2025-05-08,2025-05,North Joshuachester,Massachusetts,United States,854.68,Apple Pay,Instagram,New Customer,Friday,19:00
Angela Smith,mannbrittney@example.com,Real Estate,2025-05-06,2025-05,Stricklandtown,Alberta,Canada,449.3,PayPal,Instagram,New Customer,Wednesday,13:30
Christine Bowman,ljenkins@example.net,Product,2025-05-08,2025-05,Steelefort,Nova Scotia,Canada,354.83,Bank Transfer,Referral,New Customer,Tuesday,14:00
Anita Serrano,michael08@example.org,Wedding,2025-05-09,2025-05,New Hectorfort,Manitoba,Canada,1669.33,Apple Pay,Instagram,Returning Customer,Friday,17:00
Lisa Huffman,stevensims@example.org,Portrait,2025-05-06,2025-05,North Valerie,Manitoba,Canada,328.57,Cash,Referral,Returning Customer,Friday,10:00
Melinda Schmitt,kjimenez@example.net,Wedding,2025-05-06,2025-05,Brianville,Quebec,Canada,1865.54,Apple Pay,Referral,Business Client,Saturday,11:00
David Jensen,vwilliams@example.org,Portrait,2025-05-09,2025-05,North Deannaport,Maryland,United States,346.83,Cash,Google Search,Returning Customer,Tuesday,13:00
Mr. Steven Griffith,robert53@example.org,Portrait,2025-05-11,2025-05,East Kristen,Ontario,Canada,288.77,Apple Pay,Google Search,Returning Customer,Tuesday,16:30
Sheila Bennett,charlesrichards@example.org,Event,2025-05-08,2025-05,Jeremybury,Illinois,United States,1037.88,Apple Pay,Email Campaign,Business Client,Thursday,12:00
James Ellis,crystalcantrell@example.org,Real Estate,2025-05-09,2025-05,Thomasmouth,Quebec,Canada,430.44,PayPal,Email Campaign,Business Client,Wednesday,11:00
Chad York,wbarnes@example.com,Wedding,2025-05-10,2025-05,Davidshire,Ontario,Canada,2691.52,Apple Pay,Google Search,Returning Customer,Sunday,19:00
Margaret Carr,belindatran@example.org,Portrait,2025-05-11,2025-05,West Cassandra,California,United States,361.91,Apple Pay,Facebook,New Customer,Monday,16:30
Cindy Wells,uramirez@example.com,Wedding,2025-05-09,2025-05,South Melodyfort,Alberta,Canada,1546.78,Cash,Referral,Returning Customer,Saturday,17:00
Stephanie Vargas,robinvillanueva@example.com,Event,2025-05-07,2025-05,East Mark,Quebec,Canada,727.38,Bank Transfer,Email Campaign,New Customer,Sunday,15:00
Joseph Mendoza,chavezjohn@example.net,Wedding,2025-05-06,2025-05,North Vickiehaven,Florida,United States,2472.58,PayPal,Email Campaign,Business Client,Friday,19:00
Edward Holland,smithelizabeth@example.org,Product,2025-05-10,2025-05,Lake Jessicaborough,Massachusetts,United States,736.15,Apple Pay,Referral,Returning Customer,Thursday,14:00
Jesse Ingram,xlopez@example.net,Portrait,2025-05-07,2025-05,Hodgeshire,Nova Scotia,Canada,238.83,PayPal,Email Campaign,Returning Customer,Friday,10:00
Andrea Barry,alyssa46@example.com,Portrait,2025-05-08,2025-05,Padillatown,Ontario,Canada,286.54,Apple Pay,Referral,Occasional Buyer,Monday,18:30
Gabriela Randolph,pamela16@example.com,Wedding,2025-05-09,2025-05,Port Gail,Manitoba,Canada,2595.28,Credit Card,Direct Visit,Business Client,Friday,17:00
Matthew Bush,devonrogers@example.net,Wedding,2025-05-10,2025-05,Harveystad,Manitoba,Canada,2208.68,Credit Card,Facebook,Returning Customer,Sunday,11:00
Michele Mullins,lukehurst@example.net,Wedding,2025-05-11,2025-05,Lake Timothyshire,British Columbia,Canada,2181.05,Bank Transfer,Facebook,New Customer,Saturday,17:00
Jesse Mason,harrisonamanda@example.net,Event,2025-05-08,2025-05,Ramirezland,Manitoba,Canada,837.87,PayPal,Direct Visit,New Customer,Saturday,12:00
Theresa Lamb,lopeznicole@example.org,Stock Photo License,2025-05-10,2025-05,Shannonstad,Illinois,United States,65.44,Apple Pay,Google Search,Business Client,Wednesday,15:00
Angela Martin,terrytyler@example.org,Wedding,2025-05-08,2025-05,South Rachaelport,Wisconsin,United States,1698.81,PayPal,Direct Visit,Business Client,Friday,11:00
Kara Fisher,carterbryan@example.org,Event,2025-05-06,2025-05,West Robertside,Indiana,United States,632.79,Credit Card,Facebook,Occasional Buyer,Friday,15:00
Rachel Tucker,kellis@example.org,Stock Photo License,2025-05-11,2025-05,Robertmouth,Quebec,Canada,54.78,Cash,Email Campaign,Returning Customer,Thursday,15:00
Jacob Roberts,hernandezjustin@example.org,Wedding,2025-05-08,2025-05,Georgeview,Pennsylvania,United States,2601.54,Cash,Referral,New Customer,Saturday,11:00
Christopher Erickson,evanwilson@example.com,Portrait,2025-05-11,2025-05,Lake Amanda,Alberta,Canada,387.06,Bank Transfer,Instagram,Returning Customer,Tuesday,18:30
Justin Johnson,tiffany25@example.com,Portrait,2025-05-10,2025-05,South Jorge,New York,United States,222.2,Apple Pay,Email Campaign,New Customer,Thursday,16:30
Jennifer Porter,staciereilly@example.org,Real Estate,2025-05-10,2025-05,New Kevin,British Columbia,Canada,405.24,Credit Card,Facebook,Returning Customer,Wednesday,11:00
Michael Wells,tara92@example.net,Portrait,2025-05-10,2025-05,Lake Amyhaven,Saskatchewan,Canada,343.29,PayPal,Facebook,Returning Customer,Friday,13:00
Stephanie Taylor,parkerrichard@example.org,Event,2025-05-05,2025-05,Morganville,Massachusetts,United States,1048.52,Bank Transfer,Instagram,Business Client,Thursday,19:00
Martin Silva,kimberlywang@example.org,Wedding,2025-05-10,2025-05,Howardmouth,New York,United States,1551.06,Credit Card,Direct Visit,New Customer,Saturday,14:00
Tina Daugherty,ulee@example.net,Event,2025-05-10,2025-05,North Amandamouth,North Carolina,United States,1109.91,Bank Transfer,Referral,Returning Customer,Friday,12:00
Jessica Hughes,mitchellmichael@example.com,Wedding,2025-05-11,2025-05,Lake Michaelberg,Quebec,Canada,2180.17,Credit Card,Facebook,Business Client,Friday,17:00
Jennifer Ramos,lindawaller@example.com,Portrait,2025-05-05,2025-05,East Jessicamouth,Ontario,Canada,233.16,Cash,Instagram,Returning Customer,Wednesday,13:00
Briana Turner,carl96@example.org,Wedding,2025-05-06,2025-05,Taylorshire,Massachusetts,United States,2238.09,Bank Transfer,Google Search,New Customer,Friday,14:00
Justin Page,jamescollier@example.com,Wedding,2025-05-10,2025-05,South Danielleview,California,United States,2591.32,Credit Card,Email Campaign,New Customer,Saturday,19:00
Elizabeth Hansen,ywalker@example.org,Wedding,2025-05-08,2025-05,Williamsport,Alberta,Canada,1994.75,Cash,Email Campaign,Business Client,Saturday,19:00
Mallory Martinez,robert73@example.org,Real Estate,2025-05-05,2025-05,West Kevin,British Columbia,Canada,370.06,Bank Transfer,Referral,New Customer,Thursday,09:30
Heidi Castillo,ooneill@example.net,Stock Photo License,2025-05-08,2025-05,Port Joshualand,Nova Scotia,Canada,57.35,Bank Transfer,Email Campaign,New Customer,Wednesday,11:00
Nicholas Smith,francisco02@example.com,Event,2025-05-10,2025-05,Mccannville,Ontario,Canada,1170.76,Bank Transfer,Referral,New Customer,Saturday,19:00
Anthony Ward,brandon48@example.net,Event,2025-05-06,2025-05,Johnsberg,Tennessee,United States,961.79,Cash,Google Search,Business Client,Friday,12:00
Linda Jackson,monique44@example.net,Event,2025-05-11,2025-05,New Jamesburgh,New Jersey,United States,749.72,Credit Card,Facebook,Business Client,Sunday,12:00
Charles Taylor,nathan76@example.com,Wedding,2025-05-11,2025-05,Codyshire,Maryland,United States,1677.28,PayPal,Google Search,New Customer,Saturday,19:00
Sandra Pope,butlersabrina@example.org,Wedding,2025-05-09,2025-05,North Jeffery,Illinois,United States,2480.75,Credit Card,Instagram,Returning Customer,Sunday,11:00
Jack Montoya,gerald40@example.net,Product,2025-05-06,2025-05,North Timothy,New York,United States,692.44,Credit Card,Referral,Returning Customer,Friday,10:00
Elizabeth Clark,colemankathryn@example.org,Event,2025-05-07,2025-05,East Davidberg,British Columbia,Canada,356.8,Credit Card,Email Campaign,Returning Customer,Saturday,19:00
Brian Mcguire,harrisonrebekah@example.org,Wedding,2025-05-10,2025-05,North Kimchester,Ontario,Canada,2754.64,Credit Card,Facebook,New Customer,Friday,14:00
Tamara Harris,jackbell@example.org,Portrait,2025-05-10,2025-05,West Elizabethville,Illinois,United States,324.07,Credit Card,Email Campaign,Returning Customer,Thursday,13:00
Kevin Bell,williamjones@example.net,Real Estate,2025-05-09,2025-05,Port Julie,Florida,United States,107.82,Apple Pay,Facebook,New Customer,Monday,09:30
Carolyn Webster,beltrancorey@example.org,Real Estate,2025-05-10,2025-05,New Jayborough,Manitoba,Canada,486.28,Cash,Referral,New Customer,Tuesday,09:30
Michael Rodriguez,tina63@example.net,Wedding,2025-05-10,2025-05,Richardsonshire,British Columbia,Canada,2537.51,Cash,Google Search,Returning Customer,Friday,11:00
Mrs. Ashley Taylor,janet80@example.org,Wedding,2025-05-11,2025-05,South Daniel,Nova Scotia,Canada,2979.91,PayPal,Facebook,New Customer,Saturday,14:00
Kyle Collins,aperez@example.com,Wedding,2025-05-11,2025-05,Tristanfurt,Pennsylvania,United States,1723.83,Credit Card,Google Search,Returning Customer,Sunday,19:00
Rebekah Crosby,harry71@example.com,Wedding,2025-05-08,2025-05,Lopezland,New York,United States,2152.01,Credit Card,Direct Visit,New Customer,Friday,19:00
James Neal,figueroapatricia@example.org,Real Estate,2025-05-06,2025-05,Millsland,Manitoba,Canada,342.53,Apple Pay,Facebook,New Customer,Tuesday,13:30
Ryan Powell,maryhardy@example.com,Event,2025-05-07,2025-05,West Theresamouth,New York,United States,1108.54,PayPal,Email Campaign,New Customer,Thursday,15:00
Melvin Clements,jdixon@example.com,Wedding,2025-05-05,2025-05,Katelynfurt,Quebec,Canada,2837.05,PayPal,Direct Visit,New Customer,Saturday,11:00
Tommy Johnson,greertyrone@example.org,Portrait,2025-05-10,2025-05,North Johnfort,New Jersey,United States,184.1,PayPal,Google Search,Returning Customer,Wednesday,16:30
Eric Hanson,guerreroapril@example.com,Wedding,2025-05-11,2025-05,South Cassandra,Quebec,Canada,1704.75,Bank Transfer,Direct Visit,New Customer,Saturday,14:00
Dennis Cooper PhD,cisnerosanthony@example.com,Real Estate,2025-05-11,2025-05,Harrisfort,Florida,United States,576.38,Cash,Direct Visit,New Customer,Friday,13:30
Andrew Thompson,nicole27@example.com,Stock Photo License,2025-05-11,2025-05,South Shannonfurt,Saskatchewan,Canada,54.58,PayPal,Instagram,New Customer,Wednesday,11:00
Mr. Michael Keller,kalvarez@example.net,Event,2025-05-10,2025-05,West Jennifer,Arizona,United States,1102.64,Credit Card,Google Search,Occasional Buyer,Friday,19:00
Lisa Gomez,luke09@example.org,Event,2025-05-09,2025-05,South Joseshire,Massachusetts,United States,753.79,Cash,Instagram,New Customer,Sunday,15:00
Lauren Hubbard,oscar65@example.com,Real Estate,2025-05-09,2025-05,Port Michael,British Columbia,Canada,446.58,PayPal,Email Campaign,Occasional Buyer,Tuesday,09:30
Matthew Watkins,meltondanny@example.org,Wedding,2025-05-06,2025-05,Bellbury,Alberta,Canada,2503.55,PayPal,Email Campaign,New Customer,Saturday,11:00
Jenny Robertson,sadams@example.com,Real Estate,2025-05-09,2025-05,New Markmouth,Washington,United States,285.21,Bank Transfer,Direct Visit,New Customer,Monday,13:30
Brent Freeman,matthewshaw@example.net,Portrait,2025-05-11,2025-05,West Nicholasfurt,Wisconsin,United States,217.45,Bank Transfer,Email Campaign,Occasional Buyer,Friday,13:00
Jeffrey Crawford,pittmanamanda@example.com,Portrait,2025-05-08,2025-05,Garrettport,British Columbia,Canada,377.5,Cash,Direct Visit,New Customer,Monday,10:00
Darrell Newton,robbinsbelinda@example.net,Portrait,2025-05-10,2025-05,Brandonshire,New Jersey,United States,312.04,PayPal,Direct Visit,New Customer,Friday,13:00
Karen Clark,pearsonkevin@example.com,Portrait,2025-05-10,2025-05,Joshuashire,British Columbia,Canada,384.79,Bank Transfer,Direct Visit,Returning Customer,Tuesday,13:00
James Weber,jpowers@example.org,Wedding,2025-05-08,2025-05,Alvaradomouth,Saskatchewan,Canada,1595.05,Apple Pay,Email Campaign,Business Client,Saturday,11:00
Christy Hayden,oadams@example.net,Product,2025-05-08,2025-05,Lake Jacquelineburgh,Ontario,Canada,471.19,Credit Card,Referral,Business Client,Monday,10:00
Helen Hernandez,juliecannon@example.com,Wedding,2025-05-06,2025-05,Michaelton,Quebec,Canada,2934.94,PayPal,Direct Visit,Occasional Buyer,Saturday,14:00
Sarah Adams,debbie49@example.org,Wedding,2025-05-10,2025-05,Floresland,Alberta,Canada,2124.8,Cash,Email Campaign,Returning Customer,Sunday,19:00
David Wilcox,bwashington@example.com,Wedding,2025-05-11,2025-05,Allenberg,Manitoba,Canada,1594.42,Bank Transfer,Email Campaign,Returning Customer,Saturday,17:00
Richard Ramirez,dawnwilliams@example.net,Portrait,2025-05-10,2025-05,East Erikberg,British Columbia,Canada,298.34,Apple Pay,Instagram,Business Client,Friday,18:30
Angela Guzman,lesterrichard@example.com,Portrait,2025-05-07,2025-05,Caseyton,Illinois,United States,347.32,Bank Transfer,Facebook,New Customer,Wednesday,16:30
Kenneth Mason,boydmaria@example.net,Wedding,2025-05-10,2025-05,South Sherryberg,Pennsylvania,United States,2886.2,PayPal,Google Search,New Customer,Saturday,14:00
Bryan Roman,marisa63@example.com,Portrait,2025-05-07,2025-05,Tylerland,New Jersey,United States,181.62,Bank Transfer,Instagram,New Customer,Tuesday,13:00
Donald Ortiz,henrynicholas@example.org,Portrait,2025-05-08,2025-05,East Daniel,Nova Scotia,Canada,190.65,PayPal,Referral,Occasional Buyer,Monday,18:30
Tracey Suarez,michaelbaldwin@example.com,Wedding,2025-05-09,2025-05,Amyfort,British Columbia,Canada,2955.23,Apple Pay,Email Campaign,New Customer,Saturday,17:00
Mary Everett,johnnycruz@example.net,Event,2025-05-09,2025-05,Lake Tammyton,Ontario,Canada,1116.19,PayPal,Email Campaign,Returning Customer,Thursday,19:00
Cynthia Ramos,browningphillip@example.com,Portrait,2025-05-11,2025-05,Rebeccaville,New Jersey,United States,250.41,Credit Card,Direct Visit,Returning Customer,Thursday,16:30
Scott Martin,zwelch@example.net,Event,2025-05-11,2025-05,Christopherbury,Florida,United States,499.93,Apple Pay,Referral,Returning Customer,Saturday,12:00
Samantha Shepard,vmclaughlin@example.net,Stock Photo License,2025-05-08,2025-05,Mccormickview,Virginia,United States,73.79,Cash,Instagram,Business Client,Thursday,15:00
Melissa Hunter,robert85@example.com,Portrait,2025-05-05,2025-05,Mcdowellville,Alberta,Canada,246.53,Apple Pay,Google Search,New Customer,Wednesday,16:30
Rachel Taylor,tgonzalez@example.com,Product,2025-05-09,2025-05,Port Brettburgh,Arizona,United States,644.92,Cash,Instagram,Business Client,Thursday,12:00
Patricia Banks,melaniejennings@example.com,Event,2025-05-08,2025-05,North Erichaven,Ontario,Canada,429.28,Credit Card,Referral,Returning Customer,Saturday,12:00
Michael Serrano,james65@example.org,Wedding,2025-05-09,2025-05,Mendozaberg,Pennsylvania,United States,1762.34,Cash,Facebook,Returning Customer,Saturday,14:00
Travis Leblanc,rebeccamccann@example.org,Wedding,2025-05-11,2025-05,Waltershire,California,United States,2739.37,Credit Card,Instagram,New Customer,Saturday,19:00
Luke Burke,christopherrichardson@example.net,Stock Photo License,2025-05-09,2025-05,Jacquelineburgh,Tennessee,United States,66.71,PayPal,Google Search,New Customer,Wednesday,15:00
Tanya Wilcox,twilson@example.org,Wedding,2025-05-05,2025-05,North Jenniferchester,Nova Scotia,Canada,2991.5,Bank Transfer,Email Campaign,Returning Customer,Friday,19:00
Paul Reyes,mgates@example.org,Stock Photo License,2025-05-08,2025-05,Port Lisa,Quebec,Canada,65.91,Apple Pay,Google Search,New Customer,Friday,11:00
Jason Thomas,theresa39@example.com,Portrait,2025-05-08,2025-05,Jessicaborough,Alberta,Canada,323.32,Bank Transfer,Google Search,New Customer,Monday,16:30
Angelica Harrison,terri63@example.net,Portrait,2025-05-09,2025-05,West Brandi,Missouri,United States,384.08,Bank Transfer,Facebook,Business Client,Tuesday,10:00
Justin Williams,thomasgomez@example.net,Event,2025-05-10,2025-05,Ericksonview,Nova Scotia,Canada,570.97,PayPal,Google Search,New Customer,Saturday,12:00
James Wood,carpenterjorge@example.net,Wedding,2025-05-09,2025-05,North Jonfurt,Ohio,United States,2668.21,PayPal,Direct Visit,New Customer,Sunday,14:00
Evan Moreno,jorgeedwards@example.org,Wedding,2025-05-10,2025-05,Conradmouth,Alberta,Canada,2845.59,Credit Card,Google Search,Business Client,Friday,11:00
Tammy Campbell,chloe48@example.com,Product,2025-05-08,2025-05,Savageview,Manitoba,Canada,487.71,Apple Pay,Facebook,New Customer,Wednesday,10:00
Katherine Dodson,jbrown@example.org,Portrait,2025-05-06,2025-05,Staffordmouth,Michigan,United States,336.12,PayPal,Instagram,New Customer,Tuesday,13:00
Michael Graham,wwilliams@example.net,Wedding,2025-05-10,2025-05,East Barry,Ontario,Canada,2536.23,PayPal,Google Search,New Customer,Saturday,19:00
Sharon Martinez,harrisjustin@example.org,Event,2025-05-09,2025-05,Ellisville,Michigan,United States,833.86,Credit Card,Google Search,Business Client,Saturday,12:00
Zachary Smith,robertjones@example.com,Product,2025-05-11,2025-05,Annashire,Ontario,Canada,323.24,Credit Card,Instagram,Business Client,Tuesday,14:00
Kevin Bean,eric17@example.net,Product,2025-05-08,2025-05,West Anthonyville,Indiana,United States,769.27,Apple Pay,Google Search,New Customer,Tuesday,14:00
Abigail Booker,unguyen@example.net,Event,2025-05-07,2025-05,Gibsonview,Missouri,United States,312.59,Credit Card,Email Campaign,New Customer,Friday,15:00
Diane Yates,paynecarrie@example.org,Wedding,2025-05-10,2025-05,East Michelle,Saskatchewan,Canada,2256.29,Credit Card,Instagram,Business Client,Saturday,14:00
Sharon Davis,frankchan@example.com,Stock Photo License,2025-05-09,2025-05,Scottbury,Ontario,Canada,46.2,Cash,Google Search,Returning Customer,Thursday,11:00
Nancy Dorsey,michaeldavis@example.com,Portrait,2025-05-08,2025-05,North Kenneth,Alberta,Canada,240.31,Credit Card,Referral,New Customer,Monday,10:00
Derrick Burke,avilalisa@example.net,Event,2025-05-11,2025-05,South Sean,British Columbia,Canada,580.81,Cash,Instagram,Business Client,Sunday,12:00
Jose Mcpherson,deborahreeves@example.com,Product,2025-05-11,2025-05,South Crystal,Tennessee,United States,681.46,Credit Card,Referral,New Customer,Wednesday,10:00
Karen Hernandez,gabrielleevans@example.org,Event,2025-05-06,2025-05,West Taylorland,Pennsylvania,United States,376.51,Credit Card,Facebook,Occasional Buyer,Sunday,19:00
Sylvia Palmer,dgutierrez@example.net,Portrait,2025-05-11,2025-05,Phillipston,Saskatchewan,Canada,298.74,Cash,Facebook,Business Client,Monday,13:00
Jonathan Wilson,lwhite@example.com,Real Estate,2025-05-10,2025-05,Michaelshire,Saskatchewan,Canada,396.82,Apple Pay,Referral,Occasional Buyer,Thursday,11:00
Nathaniel Todd,qhanson@example.com,Portrait,2025-05-09,2025-05,North Robertport,Alberta,Canada,186.84,PayPal,Email Campaign,Occasional Buyer,Monday,16:30
Lindsey Savage,hamiltonandrew@example.com,Wedding,2025-05-11,2025-05,East Jacob,Washington,United States,2606.7,Apple Pay,Email Campaign,New Customer,Saturday,11:00
Jared Sandoval,nturner@example.com,Portrait,2025-05-10,2025-05,North Georgefort,Quebec,Canada,305.81,Bank Transfer,Email Campaign,New Customer,Friday,18:30
Adrian Rodriguez,hortonjacob@example.org,Portrait,2025-05-11,2025-05,Ballardland,Arizona,United States,285.61,Credit Card,Referral,New Customer,Friday,10:00
Jessica Garrett,christophercarrillo@example.org,Product,2025-05-05,2025-05,South Deborah,Saskatchewan,Canada,465.53,PayPal,Referral,New Customer,Tuesday,14:00
Christian Park,cruiz@example.net,Portrait,2025-05-10,2025-05,Hendersonville,Alberta,Canada,247.27,Apple Pay,Instagram,Returning Customer,Friday,18:30
Jenna Cook,mccoyjennifer@example.com,Portrait,2025-05-11,2025-05,East Kenneth,British Columbia,Canada,273.67,Credit Card,Google Search,Returning Customer,Friday,16:30
Mrs. Jennifer Palmer DDS,dhall@example.net,Wedding,2025-05-11,2025-05,Mclaughlinside,Ontario,Canada,2049.62,Cash,Facebook,Occasional Buyer,Saturday,17:00
Steven Butler,nwilson@example.net,Portrait,2025-05-07,2025-05,South Barbaraside,Florida,United States,164.11,Bank Transfer,Google Search,New Customer,Tuesday,16:30
Dwayne Lee,samuel83@example.net,Wedding,2025-05-09,2025-05,Shanechester,Ontario,Canada,1989.18,Cash,Direct Visit,New Customer,Friday,19:00
Edward Dawson,rwhitaker@example.net,Portrait,2025-05-08,2025-05,Sandramouth,Ohio,United States,292.59,Bank Transfer,Referral,Returning Customer,Monday,18:30
Diane Curry,manderson@example.org,Real Estate,2025-05-10,2025-05,Lauraburgh,Tennessee,United States,269.77,Credit Card,Direct Visit,New Customer,Wednesday,11:00
Katherine Young,kiddmichael@example.com,Wedding,2025-05-10,2025-05,Garciachester,Maryland,United States,1945.98,Bank Transfer,Facebook,New Customer,Friday,11:00
Stephanie Johnson,morgandaniel@example.org,Real Estate,2025-05-07,2025-05,Ericaburgh,Manitoba,Canada,337.63,Bank Transfer,Referral,Returning Customer,Monday,13:30
Rachel Hammond PhD,paula89@example.net,Portrait,2025-05-07,2025-05,New Jeffreyview,California,United States,253.58,Apple Pay,Instagram,Returning Customer,Friday,18:30
Tonya Campos,harringtonchelsea@example.org,Wedding,2025-05-10,2025-05,Lake Brentmouth,Indiana,United States,2943.18,PayPal,Facebook,New Customer,Saturday,19:00
Susan Moore,jean87@example.net,Wedding,2025-05-10,2025-05,New Danielville,Nova Scotia,Canada,2619.65,Credit Card,Email Campaign,New Customer,Friday,19:00
Barbara Harris,ahammond@example.org,Portrait,2025-05-10,2025-05,East Deborahmouth,Quebec,Canada,355.93,Credit Card,Instagram,New Customer,Wednesday,13:00
Derek Espinoza,qward@example.org,Wedding,2025-05-09,2025-05,Petersonhaven,Saskatchewan,Canada,2740.84,Credit Card,Instagram,New Customer,Saturday,19:00
Darren Pham,dhardin@example.net,Wedding,2025-05-11,2025-05,Port Karen,Tennessee,United States,1887.6,Credit Card,Google Search,Business Client,Saturday,14:00
Adam Drake,millerleroy@example.org,Wedding,2025-05-11,2025-05,Sherrymouth,Saskatchewan,Canada,2402.4,Credit Card,Referral,Occasional Buyer,Sunday,19:00
Margaret Orr,levinetina@example.net,Event,2025-05-06,2025-05,Brownton,Alberta,Canada,426.5,Credit Card,Instagram,Returning Customer,Thursday,19:00
Mikayla Edwards,alan48@example.net,Real Estate,2025-05-11,2025-05,Robertside,Arizona,United States,256.71,PayPal,Instagram,New Customer,Thursday,13:30
Stacy Weber,zterry@example.net,Wedding,2025-05-09,2025-05,Lake Richard,Manitoba,Canada,1911.82,Bank Transfer,Email Campaign,Occasional Buyer,Friday,11:00
Joshua Price,abigailfernandez@example.org,Portrait,2025-05-10,2025-05,Roweport,Alberta,Canada,255.95,Bank Transfer,Facebook,New Customer,Wednesday,13:00
Mark Johnson,john46@example.net,Stock Photo License,2025-05-11,2025-05,New Andreahaven,North Carolina,United States,55.29,Apple Pay,Referral,New Customer,Monday,17:00
Jordan Martinez,westashley@example.org,Stock Photo License,2025-05-11,2025-05,Lake Brianstad,Massachusetts,United States,43.14,Cash,Google Search,Occasional Buyer,Monday,17:00
Virginia Cunningham,michaelmitchell@example.net,Portrait,2025-05-07,2025-05,Morganbury,Quebec,Canada,394.5,PayPal,Referral,Returning Customer,Monday,13:00
Ashley Black,mackenzieward@example.org,Product,2025-05-09,2025-05,Lake Nicholas,Tennessee,United States,660.04,Cash,Email Campaign,New Customer,Monday,12:00
Brandon Coleman,thomasgriffin@example.com,Real Estate,2025-05-11,2025-05,Lake Ronald,Manitoba,Canada,458.69,Credit Card,Facebook,New Customer,Monday,09:30
Shelby Silva,sbarajas@example.com,Event,2025-05-08,2025-05,Chapmanhaven,Massachusetts,United States,792.95,PayPal,Google Search,New Customer,Thursday,12:00
Kari Ellis,bensonstanley@example.org,Event,2025-05-06,2025-05,Colonberg,Wisconsin,United States,582.35,Cash,Facebook,New Customer,Friday,12:00
Lindsay Ortiz,woodkeith@example.net,Product,2025-05-06,2025-05,New Mike,Quebec,Canada,280.11,Credit Card,Referral,New Customer,Friday,12:00
Elizabeth Tucker PhD,kristenfisher@example.com,Portrait,2025-05-11,2025-05,North Nathan,California,United States,244.33,Apple Pay,Email Campaign,Returning Customer,Friday,13:00
Joshua Jones,butlerashley@example.net,Wedding,2025-05-09,2025-05,Jasonfort,Washington,United States,1633.46,Apple Pay,Referral,Returning Customer,Saturday,14:00
Nathan Obrien,williammurray@example.com,Wedding,2025-05-06,2025-05,Mcculloughfurt,Nova Scotia,Canada,2937.05,Cash,Email Campaign,New Customer,Saturday,11:00
Mario Hanson,zhall@example.com,Wedding,2025-05-11,2025-05,Hernandezmouth,Saskatchewan,Canada,1804.72,Cash,Referral,New Customer,Friday,17:00
Sharon Mann,ann18@example.org,Product,2025-05-11,2025-05,Lake Pamelaview,Arizona,United States,560.05,PayPal,Referral,Business Client,Wednesday,14:00
