customer_name,email,industrytype,purchasedate,month,city,region,country,price_USD,payment_method,referral_source,customer_segment,shoot_day,shoot_time
Darrell Ortiz,schaeferstephanie@example.org,Real Estate,2025-04-09,2025-04,Henryberg,Texas,United States,160.98,PayPal,Referral,Business Client,Thursday,11:00
Troy Gonzales,dwatts@example.org,Wedding,2025-04-09,2025-04,Port James,Quebec,Canada,2499.01,Credit Card,Email Campaign,Occasional Buyer,Saturday,17:00
Samantha Cortez,vcarr@example.net,Portrait,2025-04-10,2025-04,Sullivanton,Ohio,United States,213.33,Credit Card,Instagram,Returning Customer,Tuesday,16:30
Amanda Forbes,cterrell@example.net,Portrait,2025-04-10,2025-04,New Danielmouth,Nova Scotia,Canada,191.84,PayPal,Google Search,Occasional Buyer,Friday,10:00
Jeffrey Wilkerson,steven64@example.net,Event,2025-04-08,2025-04,Blackton,Pennsylvania,United States,921.68,Cash,Google Search,Returning Customer,Saturday,12:00
Matthew Davis,whitebrenda@example.net,Portrait,2025-04-06,2025-04,Lake Zacharyberg,Missouri,United States,392.41,Credit Card,Instagram,New Customer,Monday,16:30
Christopher Garza,nicoledavis@example.com,Portrait,2025-04-11,2025-04,South Robert,Washington,United States,289.59,Bank Transfer,Email Campaign,New Customer,Thursday,13:00
Michael Walters,millspatrick@example.net,Product,2025-04-13,2025-04,Lake Jessica,Quebec,Canada,491.18,Apple Pay,Instagram,Returning Customer,Friday,12:00
Christopher Rogers,fernandothomas@example.net,Portrait,2025-04-08,2025-04,South Andrea,British Columbia,Canada,267.1,Bank Transfer,Direct Visit,New Customer,Monday,13:00
Christopher Roach,adamcannon@example.org,Wedding,2025-04-12,2025-04,South Kylemouth,Nova Scotia,Canada,2457.04,Apple Pay,Instagram,New Customer,Friday,11:00
Abigail Andrade,jaykeller@example.com,Wedding,2025-04-12,2025-04,Jimenezfort,Wisconsin,United States,2950.74,Bank Transfer,Facebook,New Customer,Saturday,19:00
Joshua Harvey,brandonhernandez@example.net,Portrait,2025-04-07,2025-04,Ramostown,Texas,United States,174.06,PayPal,Google Search,New Customer,Monday,13:00
Sara Evans,williamsrobert@example.org,Wedding,2025-04-12,2025-04,Benjaminton,Virginia,United States,2356.52,PayPal,Direct Visit,Business Client,Saturday,17:00
Melissa Armstrong,tammycurry@example.com,Wedding,2025-04-13,2025-04,Lake Justin,Nova Scotia,Canada,2881.55,Credit Card,Facebook,Returning Customer,Sunday,11:00
James Jones,ebridges@example.com,Product,2025-04-11,2025-04,North Kaylamouth,Manitoba,Canada,449.57,Credit Card,Email Campaign,New Customer,Monday,14:00
Jason Clark,cherylrodriguez@example.net,Portrait,2025-04-07,2025-04,Taylorview,Quebec,Canada,386.15,PayPal,Direct Visit,Returning Customer,Monday,13:00
Ryan Green,sara99@example.com,Event,2025-04-12,2025-04,South Jenniferport,Saskatchewan,Canada,1152.75,Cash,Email Campaign,Returning Customer,Thursday,19:00
Crystal Roberts,aaronjohnson@example.net,Product,2025-04-08,2025-04,Vasquezburgh,Saskatchewan,Canada,300.09,PayPal,Direct Visit,Occasional Buyer,Friday,12:00
Gene Castro,alexharris@example.com,Portrait,2025-04-11,2025-04,Lake Melaniechester,Alberta,Canada,238.08,Cash,Email Campaign,New Customer,Friday,16:30
Joshua Wang,jenningsmatthew@example.net,Wedding,2025-04-12,2025-04,Kristyport,Alberta,Canada,2318.44,Cash,Referral,New Customer,Friday,17:00
Tammy Mendoza,probles@example.org,Wedding,2025-04-06,2025-04,Port Gregorymouth,Michigan,United States,1926.72,PayPal,Instagram,Business Client,Saturday,17:00
Kimberly Rogers,dreilly@example.net,Wedding,2025-04-10,2025-04,Mooremouth,Texas,United States,2732.91,Cash,Facebook,New Customer,Sunday,14:00
Alicia Ray,lauren51@example.org,Wedding,2025-04-09,2025-04,Annettemouth,Maryland,United States,2834.44,Cash,Direct Visit,Occasional Buyer,Saturday,17:00
Miss Sarah Duncan,hlopez@example.com,Event,2025-04-13,2025-04,Marymouth,Wisconsin,United States,951.22,Bank Transfer,Google Search,Business Client,Friday,15:00
Jonathan Young,tgallegos@example.org,Event,2025-04-06,2025-04,Jenniferview,Alberta,Canada,370.63,Credit Card,Instagram,Business Client,Saturday,15:00
Paula Gentry,zhunter@example.com,Real Estate,2025-04-12,2025-04,Gregorystad,New Jersey,United States,564.33,Apple Pay,Direct Visit,New Customer,Monday,11:00
Dr. Eric Murphy,shortsharon@example.net,Portrait,2025-04-06,2025-04,East Matthew,Georgia,United States,205.2,Cash,Facebook,Business Client,Thursday,18:30
Miguel Boyd,collinsbradley@example.net,Wedding,2025-04-13,2025-04,East Jenny,British Columbia,Canada,2004.25,Credit Card,Referral,Returning Customer,Saturday,11:00
Ralph Reese,lanelarry@example.org,Real Estate,2025-04-08,2025-04,West Steventon,Tennessee,United States,165.19,Cash,Email Campaign,Returning Customer,Thursday,13:30
Francis Alexander,nelsoneric@example.org,Event,2025-04-09,2025-04,Jamesport,Nova Scotia,Canada,1197.37,Cash,Facebook,Returning Customer,Friday,12:00
Gregory Flores,sherrybrock@example.net,Event,2025-04-12,2025-04,New Anitaville,Quebec,Canada,401.28,Bank Transfer,Facebook,Returning Customer,Sunday,15:00
Gina Wallace,anthonyberger@example.org,Wedding,2025-04-11,2025-04,East Charles,Massachusetts,United States,1957.23,Credit Card,Instagram,New Customer,Saturday,19:00
Michael Vance,tjensen@example.com,Portrait,2025-04-07,2025-04,South Brianchester,Wisconsin,United States,339.43,PayPal,Facebook,New Customer,Monday,10:00
Angela Livingston,fbradley@example.net,Event,2025-04-13,2025-04,Lake Katherine,Quebec,Canada,400.15,Apple Pay,Instagram,New Customer,Sunday,12:00
Michelle Marshall,staceythomas@example.net,Portrait,2025-04-13,2025-04,Davisport,Washington,United States,214.66,Apple Pay,Email Campaign,Returning Customer,Friday,13:00
Thomas Rivera,shawn01@example.com,Wedding,2025-04-09,2025-04,Robertafurt,Massachusetts,United States,1590.17,Credit Card,Google Search,New Customer,Friday,17:00
Gregory Andrews,sullivanjennifer@example.org,Wedding,2025-04-11,2025-04,West Timothyburgh,Nova Scotia,Canada,2778.12,Cash,Instagram,Occasional Buyer,Friday,11:00
Kim Morales,pallen@example.net,Portrait,2025-04-11,2025-04,Angelaland,Ohio,United States,327.42,Apple Pay,Referral,Returning Customer,Thursday,10:00
Robert Garza,vbradley@example.net,Event,2025-04-10,2025-04,South Patrick,Saskatchewan,Canada,335.78,PayPal,Google Search,New Customer,Saturday,15:00
Timothy Andrews,mwilson@example.com,Portrait,2025-04-09,2025-04,East Elaine,North Carolina,United States,306.31,Cash,Google Search,Occasional Buyer,Friday,16:30
Tyler Jones,jenningscandace@example.com,Product,2025-04-11,2025-04,Angelamouth,Florida,United States,335.35,Cash,Direct Visit,Occasional Buyer,Thursday,14:00
Robert Clay,shermandonna@example.com,Event,2025-04-09,2025-04,Troyton,Arizona,United States,862.97,Bank Transfer,Direct Visit,New Customer,Sunday,12:00
Daniel Rich,ashley46@example.net,Portrait,2025-04-08,2025-04,Petershire,Michigan,United States,201.69,Apple Pay,Instagram,New Customer,Friday,13:00
William Powell,melissabrown@example.net,Product,2025-04-08,2025-04,Veronicashire,Pennsylvania,United States,662.03,Bank Transfer,Instagram,Business Client,Wednesday,10:00
Douglas Johnson,zpark@example.net,Real Estate,2025-04-12,2025-04,North Jacquelinestad,Saskatchewan,Canada,540.07,Bank Transfer,Instagram,Business Client,Thursday,11:00
Joshua Bates,jtaylor@example.com,Wedding,2025-04-10,2025-04,Jenniferfurt,Georgia,United States,1777.12,Credit Card,Facebook,New Customer,Saturday,14:00
Shane Martinez,jonesalfred@example.net,Real Estate,2025-04-13,2025-04,Maryberg,Alberta,Canada,167.04,Cash,Instagram,New Customer,Wednesday,09:30
Martin Perry,senglish@example.net,Wedding,2025-04-06,2025-04,Barrettberg,Ohio,United States,2112.88,PayPal,Google Search,New Customer,Sunday,19:00
Kristen Cole,jeremiah69@example.org,Stock Photo License,2025-04-13,2025-04,Hansonmouth,Arizona,United States,46.96,Cash,Google Search,Returning Customer,Wednesday,15:00
Debra House,arthur09@example.com,Real Estate,2025-04-12,2025-04,Bradfordbury,Indiana,United States,460.1,Credit Card,Referral,New Customer,Friday,13:30
Angela Cross,steven18@example.net,Product,2025-04-09,2025-04,Danielfort,Saskatchewan,Canada,726.67,Credit Card,Direct Visit,New Customer,Friday,14:00
Kimberly Riley,bergeramanda@example.org,Real Estate,2025-04-09,2025-04,East Thomasland,British Columbia,Canada,581.3,Bank Transfer,Referral,New Customer,Wednesday,11:00
Erin Gomez,keith09@example.net,Wedding,2025-04-08,2025-04,Gibsonfort,Indiana,United States,2878.55,Credit Card,Instagram,Business Client,Saturday,19:00
Mark Lane,douglaskelly@example.net,Product,2025-04-08,2025-04,Jessicashire,Alberta,Canada,617.67,Credit Card,Instagram,New Customer,Thursday,12:00
Sarah Ramirez,christinahill@example.com,Product,2025-04-13,2025-04,West Toddberg,Saskatchewan,Canada,737.48,PayPal,Email Campaign,Business Client,Monday,12:00
Nancy Hopkins,lindsey43@example.com,Wedding,2025-04-11,2025-04,Lake Danielburgh,Washington,United States,2559.34,Apple Pay,Referral,New Customer,Saturday,19:00
William Coffey,marymullins@example.com,Wedding,2025-04-08,2025-04,Port Alison,Texas,United States,2002.79,Cash,Facebook,New Customer,Saturday,14:00
Carol Lane,brian41@example.org,Real Estate,2025-04-08,2025-04,Youngmouth,California,United States,323.13,Apple Pay,Facebook,New Customer,Monday,09:30
Paul Goodwin,noahthornton@example.com,Portrait,2025-04-06,2025-04,South Raymond,Ohio,United States,274.66,Apple Pay,Email Campaign,New Customer,Friday,18:30
Timothy Cole,suzanne01@example.net,Portrait,2025-04-06,2025-04,Dustinchester,Texas,United States,169.85,PayPal,Instagram,New Customer,Tuesday,16:30
Marissa Nelson,joseph14@example.net,Portrait,2025-04-06,2025-04,Stephaniechester,Ontario,Canada,186.34,Credit Card,Google Search,New Customer,Friday,16:30
Leah Lee,erica25@example.net,Wedding,2025-04-08,2025-04,Murraybury,Florida,United States,2508.14,Bank Transfer,Facebook,New Customer,Sunday,17:00
Brent Garcia,ubell@example.com,Portrait,2025-04-12,2025-04,Lake Alanland,Alberta,Canada,166.92,PayPal,Google Search,Returning Customer,Friday,10:00
Amy Wheeler,stephanielittle@example.net,Wedding,2025-04-09,2025-04,Jamestown,Maryland,United States,2290.58,Apple Pay,Google Search,New Customer,Saturday,11:00
Phillip Wong,pauladominguez@example.com,Event,2025-04-10,2025-04,North Melissaberg,British Columbia,Canada,1140.5,Apple Pay,Direct Visit,Occasional Buyer,Sunday,19:00
Tammy Hill,qschwartz@example.com,Portrait,2025-04-13,2025-04,Stevenland,Nova Scotia,Canada,182.43,PayPal,Direct Visit,New Customer,Friday,18:30
Antonio Price,scottlisa@example.org,Wedding,2025-04-07,2025-04,Fernandoland,Wisconsin,United States,1790.33,Cash,Referral,New Customer,Saturday,11:00
Cassandra Vasquez,amberreynolds@example.net,Portrait,2025-04-09,2025-04,Jonesborough,British Columbia,Canada,351.51,Credit Card,Facebook,New Customer,Monday,13:00
Benjamin Luna,fsmith@example.org,Portrait,2025-04-07,2025-04,South Jenniferville,Saskatchewan,Canada,341.76,Apple Pay,Direct Visit,Occasional Buyer,Wednesday,16:30
Gary Myers,robertsonshelby@example.com,Real Estate,2025-04-11,2025-04,North Elizabethview,Illinois,United States,197.01,Cash,Instagram,Returning Customer,Thursday,11:00
April Finley,imartinez@example.com,Product,2025-04-11,2025-04,Grahamland,Indiana,United States,522.18,Bank Transfer,Direct Visit,Business Client,Thursday,12:00
Zachary Holland,amanda51@example.com,Portrait,2025-04-09,2025-04,Evelynfurt,Ontario,Canada,283.97,PayPal,Facebook,Business Client,Friday,16:30
Tracy Guerrero,heather15@example.com,Portrait,2025-04-08,2025-04,Deborahburgh,Wisconsin,United States,243.81,Credit Card,Facebook,Business Client,Friday,18:30
Corey Cortez,tracybrown@example.net,Portrait,2025-04-12,2025-04,Lake Samuelborough,Virginia,United States,157.91,Cash,Facebook,New Customer,Monday,18:30
Alexis Morgan,kristin06@example.org,Portrait,2025-04-06,2025-04,Victormouth,Manitoba,Canada,178.06,Credit Card,Referral,Occasional Buyer,Tuesday,10:00
Teresa Berg,joycehall@example.org,Wedding,2025-04-13,2025-04,Port Desiree,Quebec,Canada,2010.17,Credit Card,Direct Visit,Returning Customer,Friday,17:00
Thomas Williams,alexischen@example.com,Wedding,2025-04-13,2025-04,Lake Donaldtown,Michigan,United States,2586.86,Credit Card,Email Campaign,Business Client,Saturday,11:00
Robert Wilson,bryanharris@example.com,Product,2025-04-06,2025-04,South Cherylshire,Ontario,Canada,399.97,Apple Pay,Facebook,Returning Customer,Monday,14:00
Erica Oconnell,kathrynwatkins@example.com,Wedding,2025-04-10,2025-04,Nguyenshire,Saskatchewan,Canada,1800.83,Credit Card,Facebook,New Customer,Saturday,17:00
Jacob Martin,sarawilliams@example.org,Wedding,2025-04-07,2025-04,North Joshuachester,British Columbia,Canada,1522.89,PayPal,Email Campaign,Business Client,Saturday,17:00
Angela Smith,mannbrittney@example.com,Event,2025-04-10,2025-04,Stricklandtown,Ontario,Canada,454.15,PayPal,Google Search,New Customer,Saturday,19:00
Christine Bowman,ljenkins@example.net,Event,2025-04-06,2025-04,Steelefort,Quebec,Canada,395.33,Apple Pay,Direct Visit,Returning Customer,Thursday,15:00
Anita Serrano,michael08@example.org,Event,2025-04-11,2025-04,New Hectorfort,Missouri,United States,701.25,Credit Card,Referral,Returning Customer,Saturday,15:00
Lisa Huffman,stevensims@example.org,Wedding,2025-04-13,2025-04,North Valerie,Alberta,Canada,2703.53,PayPal,Instagram,New Customer,Saturday,17:00
Melinda Schmitt,kjimenez@example.net,Product,2025-04-11,2025-04,Brianville,Nova Scotia,Canada,354.83,Bank Transfer,Referral,New Customer,Thursday,10:00
David Jensen,vwilliams@example.org,Wedding,2025-04-13,2025-04,North Deannaport,Nova Scotia,Canada,1669.33,Bank Transfer,Direct Visit,Returning Customer,Saturday,14:00
Mr. Steven Griffith,robert53@example.org,Portrait,2025-04-07,2025-04,East Kristen,Manitoba,Canada,251.42,Cash,Referral,Returning Customer,Wednesday,10:00
Sheila Bennett,charlesrichards@example.org,Wedding,2025-04-08,2025-04,Jeremybury,New Jersey,United States,1865.54,PayPal,Email Campaign,Returning Customer,Sunday,19:00
James Ellis,crystalcantrell@example.org,Real Estate,2025-04-11,2025-04,Thomasmouth,Pennsylvania,United States,317.68,Credit Card,Email Campaign,Occasional Buyer,Friday,13:30
Chad York,wbarnes@example.com,Event,2025-04-13,2025-04,Davidshire,Massachusetts,United States,737.97,PayPal,Facebook,Occasional Buyer,Saturday,19:00
Margaret Carr,belindatran@example.org,Wedding,2025-04-12,2025-04,West Cassandra,Ohio,United States,1663.12,PayPal,Direct Visit,Occasional Buyer,Saturday,11:00
Cindy Wells,uramirez@example.com,Event,2025-04-08,2025-04,South Melodyfort,Alberta,Canada,300.17,Apple Pay,Direct Visit,New Customer,Friday,15:00
Stephanie Vargas,robinvillanueva@example.com,Wedding,2025-04-10,2025-04,East Mark,Saskatchewan,Canada,2816.14,Bank Transfer,Google Search,Returning Customer,Saturday,17:00
Joseph Mendoza,chavezjohn@example.net,Event,2025-04-08,2025-04,North Vickiehaven,Manitoba,Canada,759.38,Credit Card,Google Search,Business Client,Saturday,12:00
Edward Holland,smithelizabeth@example.org,Real Estate,2025-04-10,2025-04,Lake Jessicaborough,Saskatchewan,Canada,279.62,Apple Pay,Referral,Returning Customer,Monday,09:30
Jesse Ingram,xlopez@example.net,Event,2025-04-12,2025-04,Hodgeshire,Tennessee,United States,665.43,PayPal,Instagram,Returning Customer,Friday,19:00
Andrea Barry,alyssa46@example.com,Real Estate,2025-04-12,2025-04,Padillatown,Illinois,United States,280.14,Credit Card,Google Search,Returning Customer,Tuesday,11:00
Gabriela Randolph,pamela16@example.com,Wedding,2025-04-12,2025-04,Port Gail,Illinois,United States,2827.33,Cash,Referral,Business Client,Sunday,14:00
Matthew Bush,devonrogers@example.net,Event,2025-04-08,2025-04,Harveystad,Manitoba,Canada,1137.28,Cash,Referral,New Customer,Sunday,19:00
Michele Mullins,lukehurst@example.net,Wedding,2025-04-13,2025-04,Lake Timothyshire,Alberta,Canada,2406.86,Apple Pay,Direct Visit,New Customer,Friday,14:00
Jesse Mason,harrisonamanda@example.net,Stock Photo License,2025-04-11,2025-04,Ramirezland,Saskatchewan,Canada,53.41,Credit Card,Instagram,Business Client,Monday,17:00
Theresa Lamb,lopeznicole@example.org,Portrait,2025-04-10,2025-04,Shannonstad,Georgia,United States,364.84,Cash,Email Campaign,Business Client,Thursday,10:00
Angela Martin,terrytyler@example.org,Stock Photo License,2025-04-10,2025-04,South Rachaelport,Manitoba,Canada,28.9,Credit Card,Referral,New Customer,Friday,11:00
Kara Fisher,carterbryan@example.org,Product,2025-04-11,2025-04,West Robertside,British Columbia,Canada,544.38,PayPal,Google Search,Returning Customer,Thursday,12:00
Rachel Tucker,kellis@example.org,Event,2025-04-10,2025-04,Robertmouth,Manitoba,Canada,573.66,PayPal,Direct Visit,New Customer,Thursday,19:00
Jacob Roberts,hernandezjustin@example.org,Stock Photo License,2025-04-06,2025-04,Georgeview,Illinois,United States,65.44,Apple Pay,Google Search,Business Client,Wednesday,15:00
Christopher Erickson,evanwilson@example.com,Wedding,2025-04-10,2025-04,Lake Amanda,New York,United States,1698.81,Apple Pay,Instagram,Occasional Buyer,Saturday,17:00
Justin Johnson,tiffany25@example.com,Event,2025-04-11,2025-04,South Jorge,Tennessee,United States,893.24,PayPal,Direct Visit,Business Client,Friday,15:00
Jennifer Porter,staciereilly@example.org,Portrait,2025-04-08,2025-04,New Kevin,Nova Scotia,Canada,171.1,Cash,Referral,New Customer,Friday,13:00
Michael Wells,tara92@example.net,Portrait,2025-04-09,2025-04,Lake Amyhaven,North Carolina,United States,309.39,Credit Card,Google Search,New Customer,Friday,16:30
Stephanie Taylor,parkerrichard@example.org,Portrait,2025-04-09,2025-04,Morganville,British Columbia,Canada,225.34,PayPal,Direct Visit,Business Client,Thursday,18:30
Martin Silva,kimberlywang@example.org,Wedding,2025-04-13,2025-04,Howardmouth,New York,United States,2890.83,Apple Pay,Email Campaign,New Customer,Saturday,17:00
Tina Daugherty,ulee@example.net,Real Estate,2025-04-10,2025-04,North Amandamouth,Nova Scotia,Canada,405.24,Credit Card,Facebook,Returning Customer,Wednesday,11:00
Jessica Hughes,mitchellmichael@example.com,Portrait,2025-04-09,2025-04,Lake Michaelberg,Saskatchewan,Canada,343.29,PayPal,Facebook,Returning Customer,Friday,13:00
Jennifer Ramos,lindawaller@example.com,Event,2025-04-06,2025-04,East Jessicamouth,Massachusetts,United States,1048.52,Bank Transfer,Instagram,Business Client,Sunday,12:00
Briana Turner,carl96@example.org,Wedding,2025-04-07,2025-04,Taylorshire,New York,United States,1551.06,Credit Card,Direct Visit,New Customer,Saturday,14:00
Justin Page,jamescollier@example.com,Event,2025-04-08,2025-04,South Danielleview,North Carolina,United States,1109.91,Bank Transfer,Referral,Returning Customer,Thursday,19:00
Elizabeth Hansen,ywalker@example.org,Wedding,2025-04-10,2025-04,Williamsport,Quebec,Canada,2180.17,Credit Card,Facebook,Business Client,Friday,17:00
Mallory Martinez,robert73@example.org,Portrait,2025-04-06,2025-04,West Kevin,Massachusetts,United States,233.16,Credit Card,Referral,Occasional Buyer,Wednesday,16:30
Heidi Castillo,ooneill@example.net,Wedding,2025-04-13,2025-04,Port Joshualand,Wisconsin,United States,2088.95,Credit Card,Referral,Business Client,Saturday,19:00
Nicholas Smith,francisco02@example.com,Wedding,2025-04-10,2025-04,Mccannville,Quebec,Canada,1609.38,Credit Card,Google Search,Returning Customer,Friday,11:00
Anthony Ward,brandon48@example.net,Wedding,2025-04-12,2025-04,Johnsberg,Alberta,Canada,2550.08,Cash,Email Campaign,Business Client,Saturday,19:00
Linda Jackson,monique44@example.net,Real Estate,2025-04-06,2025-04,New Jamesburgh,Ontario,Canada,370.06,Apple Pay,Direct Visit,Occasional Buyer,Thursday,13:30
Charles Taylor,nathan76@example.com,Portrait,2025-04-12,2025-04,Codyshire,Manitoba,Canada,320.46,Bank Transfer,Google Search,Business Client,Monday,10:00
Sandra Pope,butlersabrina@example.org,Real Estate,2025-04-09,2025-04,North Jeffery,Washington,United States,244.98,PayPal,Facebook,Returning Customer,Tuesday,13:30
Jack Montoya,gerald40@example.net,Product,2025-04-11,2025-04,North Timothy,Saskatchewan,Canada,578.37,PayPal,Instagram,New Customer,Thursday,10:00
Elizabeth Clark,colemankathryn@example.org,Wedding,2025-04-09,2025-04,East Davidberg,Alberta,Canada,2994.58,Apple Pay,Referral,Occasional Buyer,Saturday,11:00
Brian Mcguire,harrisonrebekah@example.org,Wedding,2025-04-11,2025-04,North Kimchester,Ontario,Canada,2008.93,PayPal,Email Campaign,Returning Customer,Friday,11:00
Tamara Harris,jackbell@example.org,Portrait,2025-04-08,2025-04,West Elizabethville,Texas,United States,319.52,PayPal,Referral,Returning Customer,Friday,13:00
Kevin Bell,williamjones@example.net,Portrait,2025-04-06,2025-04,Port Julie,Pennsylvania,United States,379.5,Credit Card,Facebook,Business Client,Tuesday,13:00
Carolyn Webster,beltrancorey@example.org,Wedding,2025-04-07,2025-04,New Jayborough,Tennessee,United States,2416.84,Apple Pay,Direct Visit,New Customer,Friday,11:00
Michael Rodriguez,tina63@example.net,Real Estate,2025-04-12,2025-04,Richardsonshire,New Jersey,United States,313.11,PayPal,Google Search,Returning Customer,Wednesday,09:30
Mrs. Ashley Taylor,janet80@example.org,Portrait,2025-04-08,2025-04,South Daniel,Manitoba,Canada,180.19,PayPal,Referral,New Customer,Thursday,13:00
Kyle Collins,aperez@example.com,Event,2025-04-12,2025-04,Tristanfurt,Ontario,Canada,420.03,Credit Card,Google Search,New Customer,Friday,12:00
Rebekah Crosby,harry71@example.com,Wedding,2025-04-10,2025-04,Lopezland,Ohio,United States,2477.63,PayPal,Email Campaign,New Customer,Saturday,19:00
James Neal,figueroapatricia@example.org,Portrait,2025-04-08,2025-04,Millsland,Tennessee,United States,209.81,Apple Pay,Google Search,Returning Customer,Friday,10:00
Ryan Powell,maryhardy@example.com,Real Estate,2025-04-06,2025-04,West Theresamouth,New York,United States,273.93,Apple Pay,Google Search,Returning Customer,Friday,09:30
Melvin Clements,jdixon@example.com,Product,2025-04-09,2025-04,Katelynfurt,North Carolina,United States,792.07,Credit Card,Instagram,New Customer,Thursday,14:00
Tommy Johnson,greertyrone@example.org,Wedding,2025-04-13,2025-04,North Johnfort,Texas,United States,2765.67,Bank Transfer,Facebook,New Customer,Saturday,14:00
Eric Hanson,guerreroapril@example.com,Wedding,2025-04-13,2025-04,South Cassandra,Pennsylvania,United States,2425.23,Credit Card,Referral,Returning Customer,Saturday,11:00
Dennis Cooper PhD,cisnerosanthony@example.com,Wedding,2025-04-13,2025-04,Harrisfort,Quebec,Canada,1852.95,Bank Transfer,Instagram,Business Client,Saturday,17:00
Andrew Thompson,nicole27@example.com,Portrait,2025-04-12,2025-04,South Shannonfurt,Florida,United States,174.52,Cash,Direct Visit,New Customer,Tuesday,18:30
Mr. Michael Keller,kalvarez@example.net,Product,2025-04-13,2025-04,West Jennifer,Quebec,Canada,286.96,Cash,Email Campaign,New Customer,Tuesday,12:00
Lisa Gomez,luke09@example.org,Portrait,2025-04-11,2025-04,South Joseshire,North Carolina,United States,217.42,PayPal,Google Search,Business Client,Tuesday,10:00
Lauren Hubbard,oscar65@example.com,Portrait,2025-04-11,2025-04,Port Michael,Wisconsin,United States,192.8,PayPal,Direct Visit,Occasional Buyer,Tuesday,16:30
Matthew Watkins,meltondanny@example.org,Product,2025-04-13,2025-04,Bellbury,Nova Scotia,Canada,251.88,Cash,Facebook,New Customer,Tuesday,14:00
Jenny Robertson,sadams@example.com,Portrait,2025-04-09,2025-04,New Markmouth,Maryland,United States,368.15,PayPal,Direct Visit,Business Client,Wednesday,18:30
Brent Freeman,matthewshaw@example.net,Portrait,2025-04-13,2025-04,West Nicholasfurt,Manitoba,Canada,161.06,Cash,Referral,Business Client,Friday,10:00
Jeffrey Crawford,pittmanamanda@example.com,Event,2025-04-13,2025-04,Garrettport,Arizona,United States,388.2,PayPal,Instagram,New Customer,Friday,12:00
Darrell Newton,robbinsbelinda@example.net,Wedding,2025-04-06,2025-04,Brandonshire,Massachusetts,United States,2998.43,Apple Pay,Email Campaign,Returning Customer,Saturday,17:00
Karen Clark,pearsonkevin@example.com,Stock Photo License,2025-04-08,2025-04,Joshuashire,Saskatchewan,Canada,48.19,Cash,Email Campaign,Returning Customer,Thursday,11:00
James Weber,jpowers@example.org,Product,2025-04-11,2025-04,Alvaradomouth,Alberta,Canada,242.42,Bank Transfer,Email Campaign,Occasional Buyer,Friday,10:00
Christy Hayden,oadams@example.net,Portrait,2025-04-07,2025-04,Lake Jacquelineburgh,Indiana,United States,348.62,Bank Transfer,Google Search,New Customer,Friday,16:30
Helen Hernandez,juliecannon@example.com,Portrait,2025-04-11,2025-04,Michaelton,Missouri,United States,304.78,PayPal,Instagram,Occasional Buyer,Wednesday,13:00
Sarah Adams,debbie49@example.org,Wedding,2025-04-13,2025-04,Floresland,New Jersey,United States,1670.34,Bank Transfer,Facebook,Returning Customer,Friday,14:00
David Wilcox,bwashington@example.com,Portrait,2025-04-11,2025-04,Allenberg,Manitoba,Canada,163.61,Apple Pay,Google Search,New Customer,Wednesday,18:30
Richard Ramirez,dawnwilliams@example.net,Portrait,2025-04-10,2025-04,East Erikberg,Ohio,United States,356.34,Cash,Google Search,New Customer,Thursday,16:30
Angela Guzman,lesterrichard@example.com,Product,2025-04-07,2025-04,Caseyton,Ontario,Canada,373.02,PayPal,Referral,New Customer,Monday,10:00
Kenneth Mason,boydmaria@example.net,Wedding,2025-04-06,2025-04,South Sherryberg,British Columbia,Canada,2928.16,Cash,Referral,Business Client,Saturday,14:00
Bryan Roman,marisa63@example.com,Wedding,2025-04-06,2025-04,Tylerland,Alberta,Canada,1783.59,Apple Pay,Facebook,Returning Customer,Friday,14:00
Donald Ortiz,henrynicholas@example.org,Real Estate,2025-04-13,2025-04,East Daniel,Michigan,United States,343.07,PayPal,Facebook,New Customer,Thursday,11:00
Tracey Suarez,michaelbaldwin@example.com,Portrait,2025-04-06,2025-04,Amyfort,Alberta,Canada,222.04,PayPal,Direct Visit,Occasional Buyer,Tuesday,16:30
Mary Everett,johnnycruz@example.net,Event,2025-04-08,2025-04,Lake Tammyton,New York,United States,556.72,Credit Card,Facebook,Returning Customer,Friday,12:00
Cynthia Ramos,browningphillip@example.com,Portrait,2025-04-09,2025-04,Rebeccaville,British Columbia,Canada,242.42,PayPal,Facebook,New Customer,Friday,10:00
Scott Martin,zwelch@example.net,Stock Photo License,2025-04-07,2025-04,Christopherbury,Nova Scotia,Canada,51.68,PayPal,Referral,Occasional Buyer,Monday,15:00
Samantha Shepard,vmclaughlin@example.net,Wedding,2025-04-11,2025-04,Mccormickview,British Columbia,Canada,2955.23,Apple Pay,Email Campaign,New Customer,Saturday,17:00
Melissa Hunter,robert85@example.com,Event,2025-04-13,2025-04,Mcdowellville,Tennessee,United States,1116.19,Credit Card,Instagram,Returning Customer,Saturday,19:00
Rachel Taylor,tgonzalez@example.com,Wedding,2025-04-09,2025-04,Port Brettburgh,Ontario,Canada,1537.19,Apple Pay,Email Campaign,New Customer,Saturday,11:00
Patricia Banks,melaniejennings@example.com,Portrait,2025-04-10,2025-04,North Erichaven,Missouri,United States,345.32,Cash,Email Campaign,Returning Customer,Tuesday,10:00
Michael Serrano,james65@example.org,Wedding,2025-04-09,2025-04,Mendozaberg,Alberta,Canada,2267.68,PayPal,Email Campaign,Business Client,Saturday,11:00
