Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment
Nancy Wilson,pattersonangela@example.org,Event,2024-05-05,2024-05,556.43,United States,Bank Transfer,Instagram,Returning Customer
Abigail Owens,billmcfarland@example.net,Portrait,2024-06-05,2024-06,336.96,Canada,Credit Card,Instagram,New Customer
Lisa Stanley,jtyler@example.com,Wedding,2024-04-26,2024-04,2249.37,United States,Apple Pay,Google Search,Occasional Buyer
Kelly Krueger,hartmanerik@example.net,Product,2024-05-04,2024-05,279.19,Canada,Bank Transfer,Direct Visit,Returning Customer
Daniel Lewis,mark43@example.net,Real Estate,2024-10-21,2024-10,577.23,United States,Credit Card,Direct Visit,New Customer
Samantha Zavala MD,sean99@example.org,Wedding,2024-10-19,2024-10,1559.74,United States,Cash,Direct Visit,New Customer
Erica Moon,cruzamber@example.com,Event,2025-03-24,2025-03,990.4,Canada,Cash,Google Search,Returning Customer
Patricia Robertson,stucker@example.net,Portrait,2024-04-17,2024-04,188.17,United States,Bank Transfer,Google Search,Returning Customer
Tiffany Jackson,simsjason@example.net,Wedding,2024-06-17,2024-06,2712.09,Canada,Cash,Direct Visit,Returning Customer
Jessica Garcia,elucas@example.net,Real Estate,2025-01-16,2025-01,440.53,United States,Bank Transfer,Email Campaign,New Customer
Mitchell Johnson,brownlaura@example.net,Stock Photo License,2024-12-15,2024-12,36.93,United States,Credit Card,Referral,New Customer
Susan Russell,bmccoy@example.com,Event,2024-05-03,2024-05,349.53,United States,Credit Card,Google Search,Business Client
Kimberly May,avilabrenda@example.net,Event,2024-04-14,2024-04,447.45,Canada,Apple Pay,Direct Visit,Business Client
Jonathan Roberts,catherine47@example.com,Event,2025-02-12,2025-02,450.27,United States,Bank Transfer,Email Campaign,Business Client
Kara Ferguson,julierobles@example.net,Real Estate,2024-08-30,2024-08,114.68,Canada,Bank Transfer,Direct Visit,New Customer
Elizabeth Eaton,susan08@example.net,Event,2024-07-24,2024-07,818.99,United States,Cash,Referral,Returning Customer
Kenneth Long,torreskaitlin@example.net,Wedding,2024-05-29,2024-05,2789.04,United States,Bank Transfer,Instagram,New Customer
Matthew Hunt,jackjensen@example.com,Wedding,2024-08-11,2024-08,2360.87,United States,PayPal,Email Campaign,Returning Customer
Robert Phelps,enewman@example.com,Wedding,2024-06-18,2024-06,2794.39,United States,Credit Card,Referral,New Customer
Craig Carpenter,michael31@example.com,Product,2024-12-09,2024-12,307.38,United States,Apple Pay,Email Campaign,Business Client
Emily Hayes,heather29@example.net,Portrait,2024-11-20,2024-11,230.45,Canada,Bank Transfer,Facebook,Business Client
Jeffrey Smith,kristenjoseph@example.net,Event,2024-08-19,2024-08,407.46,United States,PayPal,Instagram,Business Client
Brandy Quinn,wford@example.com,Stock Photo License,2024-09-14,2024-09,72.7,United States,Cash,Facebook,Business Client
Matthew Miller,michele28@example.org,Portrait,2024-10-03,2024-10,171.6,Canada,Credit Card,Facebook,New Customer
Angela Jones,atkinsoncrystal@example.net,Event,2024-07-13,2024-07,573.52,United States,Cash,Facebook,Returning Customer
Christy Johnson,amy87@example.net,Portrait,2024-11-05,2024-11,343.15,United States,Apple Pay,Instagram,New Customer
Daniel Barton,dennis88@example.org,Product,2025-01-16,2025-01,214.35,Canada,Credit Card,Facebook,New Customer
Mary Charles,katherinetaylor@example.org,Event,2024-08-31,2024-08,1064.11,Canada,Credit Card,Instagram,Returning Customer
Mary Faulkner,ccrosby@example.org,Wedding,2024-06-12,2024-06,2238.04,United States,PayPal,Email Campaign,New Customer
Dennis Young,aprilmoody@example.com,Wedding,2025-01-11,2025-01,1847.21,Canada,Bank Transfer,Referral,Occasional Buyer
Anthony Hooper,dakota84@example.net,Wedding,2024-09-26,2024-09,1643.37,United States,Cash,Google Search,Returning Customer
Carrie Valdez,briana18@example.com,Wedding,2024-07-13,2024-07,2493.67,United States,PayPal,Facebook,New Customer
Kelli Gomez,tommy79@example.org,Portrait,2024-08-23,2024-08,350.2,Canada,Bank Transfer,Referral,New Customer
Christopher Jones,jason22@example.com,Wedding,2024-10-08,2024-10,1804.07,United States,PayPal,Google Search,New Customer
Mary Perry,jennifer77@example.com,Portrait,2024-11-14,2024-11,251.63,Canada,PayPal,Referral,New Customer
Roy Johnson,andersonbrittany@example.org,Wedding,2024-06-24,2024-06,1679.87,United States,Bank Transfer,Email Campaign,Returning Customer
Kenneth Brown,sandra86@example.net,Wedding,2024-11-24,2024-11,2753.89,Canada,PayPal,Google Search,Business Client
Sherry Luna,stacey37@example.net,Stock Photo License,2025-03-28,2025-03,44.81,United States,Bank Transfer,Facebook,Business Client
Carolyn Greer,laurahoover@example.org,Wedding,2025-04-06,2025-04,2928.14,Canada,Apple Pay,Email Campaign,Returning Customer
Carol Jennings,ecarlson@example.org,Wedding,2024-11-22,2024-11,1652.86,United States,Credit Card,Google Search,New Customer
Alan Mills,mserrano@example.org,Real Estate,2024-08-24,2024-08,211.14,United States,Cash,Facebook,Returning Customer
Linda Rich,davisdonna@example.net,Product,2024-06-11,2024-06,250.42,Canada,Credit Card,Google Search,Occasional Buyer
Todd Gregory,xboyd@example.org,Wedding,2024-10-22,2024-10,2468.98,United States,Credit Card,Facebook,New Customer
Todd Olson,zbell@example.net,Product,2024-12-19,2024-12,230.38,Canada,Cash,Referral,New Customer
Laura Coleman,thomas31@example.com,Event,2025-03-06,2025-03,455.53,United States,PayPal,Facebook,New Customer
Deanna Smith,lanedavid@example.org,Product,2024-11-12,2024-11,220.79,United States,Bank Transfer,Referral,New Customer
Robert Ortiz,mooredenise@example.com,Event,2024-08-23,2024-08,354.88,Canada,Cash,Instagram,New Customer
Krystal Carr,afischer@example.net,Event,2024-07-12,2024-07,1017.48,United States,Apple Pay,Google Search,Occasional Buyer
Mr. Justin King,becky62@example.net,Real Estate,2025-01-19,2025-01,279.56,Canada,Bank Transfer,Direct Visit,Returning Customer
Richard Avery,lewisrichard@example.com,Portrait,2024-05-21,2024-05,194.95,Canada,Apple Pay,Instagram,New Customer
Melinda Williams,aoconnell@example.org,Real Estate,2025-01-26,2025-01,240.47,Canada,Apple Pay,Facebook,Business Client
Kyle Davis,jeffrey19@example.org,Stock Photo License,2025-02-03,2025-02,73.7,United States,PayPal,Email Campaign,New Customer
Jennifer Douglas,jennifer90@example.org,Portrait,2024-12-29,2024-12,347.81,United States,PayPal,Direct Visit,Business Client
Dakota Sandoval,james98@example.net,Real Estate,2024-11-28,2024-11,277.4,United States,PayPal,Instagram,Returning Customer
Megan Ward,cantrellchristopher@example.com,Real Estate,2024-12-19,2024-12,448.81,United States,Bank Transfer,Direct Visit,Returning Customer
James Willis,mclaughlincasey@example.org,Event,2025-01-18,2025-01,469.41,Canada,Apple Pay,Facebook,New Customer
Kristin Aguilar,sylvia43@example.net,Wedding,2024-10-26,2024-10,1584.25,United States,Credit Card,Direct Visit,New Customer
Jared Smith,richardrodriguez@example.org,Portrait,2025-03-26,2025-03,303.53,United States,Bank Transfer,Email Campaign,New Customer
Bruce Palmer,nancy94@example.net,Real Estate,2024-10-09,2024-10,534.11,United States,Credit Card,Instagram,Returning Customer
John Sanchez,susan77@example.net,Product,2024-09-17,2024-09,664.62,Canada,Credit Card,Facebook,Business Client
Mr. James Kramer,ericahall@example.com,Event,2025-02-17,2025-02,827.41,Canada,Bank Transfer,Facebook,New Customer
Joseph Haynes,john16@example.net,Wedding,2024-09-05,2024-09,2923.04,Canada,Bank Transfer,Instagram,Business Client
Justin White,michael94@example.org,Event,2025-01-07,2025-01,1100.64,Canada,PayPal,Email Campaign,Returning Customer
Susan Porter,jimmyallen@example.com,Wedding,2025-03-20,2025-03,1960.23,Canada,PayPal,Instagram,Business Client
David Montgomery,kimberlywilson@example.org,Product,2024-06-22,2024-06,769.22,Canada,Apple Pay,Google Search,New Customer
Lisa Duran,charlesnathan@example.com,Portrait,2024-12-11,2024-12,352.2,United States,Apple Pay,Google Search,Occasional Buyer
Dr. Sheila Henry,raymond92@example.org,Wedding,2024-10-05,2024-10,2618.01,United States,Bank Transfer,Facebook,New Customer
Todd Johnson,phillip27@example.org,Product,2024-10-17,2024-10,253.24,Canada,Cash,Google Search,New Customer
Michael Smith,nicolasgarcia@example.com,Wedding,2024-12-19,2024-12,1601.69,Canada,Credit Card,Email Campaign,New Customer
Joshua Young,vmullen@example.com,Portrait,2024-11-18,2024-11,333.15,United States,Cash,Referral,Business Client
Jason Goodwin,melissa47@example.org,Portrait,2024-06-14,2024-06,243.84,Canada,Apple Pay,Email Campaign,Business Client
Melissa Olsen,linda86@example.com,Wedding,2024-11-03,2024-11,2176.93,United States,Bank Transfer,Google Search,New Customer
Nancy Kennedy,thompsonvictor@example.net,Stock Photo License,2024-06-18,2024-06,28.71,United States,Cash,Instagram,Business Client
Rachel Evans,rosshannah@example.org,Portrait,2024-10-14,2024-10,374.53,United States,Bank Transfer,Direct Visit,Occasional Buyer
Ryan Davis,jordan58@example.net,Product,2024-06-25,2024-06,622.7,Canada,PayPal,Direct Visit,Business Client
Alejandro Martinez,barbarasantos@example.net,Wedding,2025-03-15,2025-03,1651.89,United States,PayPal,Referral,Returning Customer
Heather Nunez,champton@example.org,Event,2024-06-10,2024-06,956.98,Canada,Bank Transfer,Facebook,New Customer
Mark Thomas,daniellemcfarland@example.com,Wedding,2024-08-25,2024-08,2357.65,Canada,PayPal,Google Search,New Customer
Sarah Jones,matthewedwards@example.net,Portrait,2024-11-25,2024-11,223.64,Canada,PayPal,Google Search,New Customer
Matthew Nelson,xnorman@example.net,Wedding,2024-07-23,2024-07,1937.72,United States,Cash,Google Search,New Customer
Jennifer White,martinezjimmy@example.com,Portrait,2024-11-08,2024-11,272.27,Canada,Credit Card,Email Campaign,Returning Customer
Angela Jackson,davissharon@example.com,Wedding,2025-03-18,2025-03,2828.24,Canada,PayPal,Referral,New Customer
James Hubbard,garciachristine@example.org,Portrait,2024-10-25,2024-10,215.85,Canada,Apple Pay,Google Search,New Customer
Ellen Wright,scott22@example.net,Event,2024-12-03,2024-12,387.03,Canada,Apple Pay,Referral,Occasional Buyer
Matthew Dalton,michelle78@example.com,Event,2025-02-08,2025-02,798.24,Canada,Apple Pay,Referral,Occasional Buyer
Travis Ryan,owelch@example.net,Event,2024-10-25,2024-10,1142.73,United States,Cash,Facebook,New Customer
Kimberly Stout,zfernandez@example.org,Product,2024-09-14,2024-09,628.58,United States,Credit Card,Referral,New Customer
David Torres,millskatherine@example.org,Stock Photo License,2024-09-16,2024-09,73.61,United States,PayPal,Google Search,New Customer
Adam Weeks,xevans@example.com,Stock Photo License,2024-08-11,2024-08,46.77,United States,Apple Pay,Facebook,New Customer
Rebecca Kelley,robertcastro@example.com,Event,2025-01-25,2025-01,1026.61,United States,Cash,Direct Visit,New Customer
Maria Clayton,josehenderson@example.org,Portrait,2024-07-08,2024-07,219.05,Canada,Credit Card,Email Campaign,Returning Customer
Lisa Benson,justin84@example.com,Portrait,2024-10-14,2024-10,254.9,Canada,PayPal,Instagram,Returning Customer
Chad Rodriguez,rwilliamson@example.net,Event,2024-06-15,2024-06,1168.35,United States,Credit Card,Direct Visit,Business Client
Alec Williams,lopezcurtis@example.com,Real Estate,2024-11-21,2024-11,533.74,Canada,Cash,Facebook,New Customer
Adam Davis,snydermatthew@example.com,Portrait,2024-05-23,2024-05,302.24,United States,PayPal,Facebook,New Customer
Mr. Michael Johnson Jr.,brianrowe@example.org,Event,2025-01-20,2025-01,912.73,Canada,Credit Card,Referral,Business Client
Steven Wright,hclayton@example.net,Portrait,2024-10-23,2024-10,209.39,Canada,Bank Transfer,Facebook,New Customer
Jessica Rojas,gonzalezjill@example.org,Real Estate,2024-07-08,2024-07,251.53,Canada,Cash,Email Campaign,Returning Customer
Mrs. Melanie Collins,eric08@example.net,Stock Photo License,2024-10-15,2024-10,36.4,Canada,Cash,Facebook,New Customer
Mr. Isaac Williams,teresayoung@example.com,Portrait,2024-05-22,2024-05,311.39,United States,Cash,Instagram,Occasional Buyer
Donald Wilson,albertwilliams@example.net,Portrait,2024-08-04,2024-08,271.12,Canada,Credit Card,Direct Visit,Business Client
Jacqueline Davis,vincentparks@example.com,Wedding,2024-09-28,2024-09,2564.35,Canada,PayPal,Direct Visit,Business Client
Lori Brown DDS,martinezjesse@example.net,Wedding,2025-03-14,2025-03,1789.15,United States,Credit Card,Instagram,New Customer
Renee Gonzales,andrewgray@example.net,Wedding,2025-01-21,2025-01,2040.56,United States,Bank Transfer,Facebook,Business Client
Karina Kim,amy73@example.net,Portrait,2024-05-27,2024-05,308.85,United States,Credit Card,Instagram,New Customer
Nicholas Hill,caseymoore@example.com,Event,2024-06-15,2024-06,459.83,Canada,Apple Pay,Direct Visit,New Customer
Jordan Parsons,bgross@example.net,Wedding,2025-02-01,2025-02,2841.74,United States,Bank Transfer,Google Search,New Customer
Cynthia Le,rlee@example.com,Wedding,2025-02-15,2025-02,2358.39,United States,PayPal,Email Campaign,New Customer
Douglas Ortiz,daniel81@example.org,Wedding,2025-01-13,2025-01,2477.38,United States,Credit Card,Referral,Occasional Buyer
Shane Harris,clee@example.net,Event,2025-02-07,2025-02,841.03,United States,PayPal,Facebook,Returning Customer
John Hanson,brandon39@example.net,Product,2024-11-28,2024-11,627.64,Canada,Cash,Referral,Business Client
Christine Henry,mcdonalddanielle@example.com,Portrait,2024-05-03,2024-05,204.55,Canada,Apple Pay,Direct Visit,New Customer
Jennifer Wood,colonjoseph@example.org,Wedding,2024-10-29,2024-10,2267.27,Canada,Apple Pay,Email Campaign,Returning Customer
Angela Lewis,garciajerry@example.com,Wedding,2025-01-01,2025-01,2526.62,Canada,Credit Card,Facebook,Occasional Buyer
Danielle Garrett,angelagrant@example.net,Event,2024-06-16,2024-06,1075.34,Canada,Bank Transfer,Instagram,New Customer
Heather Ellis,kandrade@example.org,Real Estate,2024-05-16,2024-05,549.84,Canada,Bank Transfer,Email Campaign,New Customer
Mary Ferguson,umahoney@example.net,Wedding,2024-10-26,2024-10,2246.06,Canada,Bank Transfer,Referral,New Customer
Jacob Duran,umckenzie@example.net,Event,2025-04-05,2025-04,824.72,United States,Bank Transfer,Email Campaign,Business Client
Jaime Pierce,michael77@example.com,Event,2024-07-05,2024-07,874.48,Canada,Bank Transfer,Direct Visit,New Customer
Duane Smith,victoriaturner@example.com,Wedding,2024-04-08,2024-04,2486.42,United States,Bank Transfer,Google Search,New Customer
Ethan Ingram,samantha88@example.net,Event,2025-04-03,2025-04,952.67,United States,Bank Transfer,Email Campaign,New Customer
Andrew Kelly,josephpreston@example.org,Portrait,2025-03-12,2025-03,336.05,Canada,Cash,Facebook,New Customer
Anna Ross,jessicacummings@example.com,Event,2024-07-02,2024-07,717.38,United States,Cash,Google Search,Business Client
Melissa Johnston,larsonkevin@example.net,Event,2024-06-10,2024-06,1149.87,United States,Cash,Instagram,Returning Customer
Richard Weeks,michael66@example.org,Product,2025-01-28,2025-01,429.0,Canada,Cash,Google Search,Business Client
Matthew Guzman,walterscrystal@example.org,Wedding,2025-02-20,2025-02,2988.52,Canada,Cash,Direct Visit,Business Client
Joshua Hernandez,ericnunez@example.com,Stock Photo License,2024-07-28,2024-07,32.16,United States,Credit Card,Referral,New Customer
Laura Davis,zroberts@example.org,Stock Photo License,2025-03-29,2025-03,40.67,United States,Credit Card,Referral,New Customer
Kenneth Williams,zbaker@example.net,Real Estate,2024-05-26,2024-05,184.3,United States,Cash,Google Search,New Customer
Pamela Castillo,tonypearson@example.org,Portrait,2024-09-14,2024-09,257.35,Canada,Cash,Referral,New Customer
Kelly Allen MD,kmorris@example.org,Portrait,2024-10-30,2024-10,332.66,United States,Bank Transfer,Direct Visit,New Customer
Jacob Lee,brittney04@example.org,Event,2024-05-19,2024-05,864.02,United States,PayPal,Email Campaign,Business Client
Wanda Ramos,scottglass@example.org,Portrait,2025-04-04,2025-04,175.68,Canada,PayPal,Google Search,Business Client
Peter Farrell,singhjohn@example.net,Wedding,2024-06-20,2024-06,1936.24,Canada,Cash,Email Campaign,Occasional Buyer
Samantha Smith,torresthomas@example.com,Portrait,2025-03-13,2025-03,375.35,Canada,PayPal,Instagram,Occasional Buyer
Christina Mills,ana92@example.net,Product,2024-06-23,2024-06,442.03,United States,PayPal,Email Campaign,Occasional Buyer
Kevin Alvarado,scottbrian@example.org,Wedding,2024-12-19,2024-12,1532.87,United States,Credit Card,Facebook,Business Client
Amy Pena,jonesdonna@example.net,Real Estate,2025-01-21,2025-01,287.6,Canada,Apple Pay,Direct Visit,New Customer
Sharon Smith,yhall@example.net,Stock Photo License,2025-02-13,2025-02,58.1,United States,Credit Card,Email Campaign,New Customer
Ethan Delacruz,lopezvincent@example.com,Portrait,2025-03-31,2025-03,180.9,Canada,Cash,Email Campaign,New Customer
Amanda Nielsen,matthew62@example.org,Event,2024-10-30,2024-10,867.28,Canada,Cash,Email Campaign,New Customer
Mario Young,lisa46@example.org,Portrait,2024-08-12,2024-08,305.7,United States,Cash,Google Search,Returning Customer
Courtney Peterson,fsandoval@example.net,Event,2025-03-19,2025-03,554.44,United States,Cash,Instagram,Returning Customer
Lisa Garrett,robertberry@example.com,Real Estate,2024-08-25,2024-08,515.75,United States,Bank Transfer,Email Campaign,New Customer
Erin Daniels,denisecarpenter@example.net,Wedding,2025-03-29,2025-03,2322.21,United States,Cash,Facebook,New Customer
Ellen Thornton,russellstout@example.org,Wedding,2025-01-25,2025-01,1633.5,United States,Apple Pay,Email Campaign,New Customer
Brooke Jones,whitemary@example.org,Product,2024-12-04,2024-12,667.72,United States,Credit Card,Facebook,Returning Customer
Sheryl Gutierrez,vturner@example.net,Portrait,2024-12-30,2024-12,394.32,Canada,Cash,Google Search,New Customer
Richard Rodriguez,anthonyodom@example.net,Wedding,2025-03-15,2025-03,1559.17,Canada,Bank Transfer,Email Campaign,New Customer
Crystal Hall,howardhailey@example.com,Event,2024-07-14,2024-07,385.5,United States,Credit Card,Instagram,Returning Customer
Julie Banks,melissahenry@example.org,Wedding,2024-05-27,2024-05,2036.29,Canada,Apple Pay,Facebook,Business Client
Jason Novak,stephanie33@example.org,Wedding,2024-06-06,2024-06,2722.45,United States,Credit Card,Referral,New Customer
Victoria Camacho,dwatts@example.org,Portrait,2024-05-02,2024-05,358.93,Canada,Cash,Email Campaign,Business Client
Lisa Holloway,phillip99@example.net,Wedding,2024-09-11,2024-09,1698.77,United States,PayPal,Google Search,New Customer
Rachel Meyer,cbryant@example.org,Event,2024-10-17,2024-10,1022.04,Canada,PayPal,Direct Visit,New Customer
Nicholas Grant,leescott@example.com,Portrait,2024-10-14,2024-10,157.2,United States,Cash,Referral,New Customer
Christopher Phillips,vaughnrebecca@example.com,Portrait,2025-01-16,2025-01,161.49,Canada,Bank Transfer,Google Search,Business Client
Nathan Wilson,phillipmorris@example.org,Event,2025-02-05,2025-02,990.78,United States,Bank Transfer,Direct Visit,Returning Customer
Michelle Harris,udavis@example.net,Event,2024-06-12,2024-06,385.72,United States,Cash,Facebook,Returning Customer
Carly Quinn,wilsonshannon@example.com,Event,2024-12-01,2024-12,433.79,United States,Credit Card,Email Campaign,Occasional Buyer
Monica Hester,nicholasjames@example.org,Portrait,2024-05-09,2024-05,267.32,Canada,PayPal,Google Search,Business Client
Mary Hernandez,haroldjoseph@example.com,Portrait,2025-03-07,2025-03,232.72,Canada,Credit Card,Direct Visit,New Customer
Tonya Roberts,davidanderson@example.org,Event,2024-07-29,2024-07,662.95,United States,Credit Card,Referral,New Customer
Alexandria Jimenez,astephens@example.net,Event,2024-04-09,2024-04,379.22,Canada,Cash,Facebook,New Customer
Kevin Alvarez,mramos@example.net,Portrait,2025-02-25,2025-02,313.34,United States,Cash,Referral,New Customer
Diana Fuller,brandonhernandez@example.net,Portrait,2024-04-10,2024-04,356.48,Canada,Apple Pay,Direct Visit,New Customer
Andrew Lane,mark10@example.org,Event,2024-08-13,2024-08,1155.32,Canada,Credit Card,Instagram,Business Client
Michael Carr,tammycurry@example.com,Portrait,2024-09-07,2024-09,341.85,Canada,Bank Transfer,Email Campaign,New Customer
Edwin Richardson,wwilkins@example.com,Wedding,2025-03-14,2025-03,2488.37,United States,Bank Transfer,Facebook,Business Client
John Martinez,mark68@example.org,Stock Photo License,2025-02-10,2025-02,39.6,Canada,Credit Card,Google Search,Business Client
Ashley Blair,webbhaley@example.net,Portrait,2024-12-18,2024-12,355.46,Canada,Credit Card,Facebook,Returning Customer
Emily Fox,sara99@example.com,Wedding,2024-07-22,2024-07,2895.32,Canada,PayPal,Referral,Business Client
Katherine White,jeanettekrause@example.org,Wedding,2024-10-15,2024-10,2006.9,Canada,Credit Card,Email Campaign,Business Client
Robert Mclaughlin,laurenduarte@example.com,Event,2024-05-21,2024-05,994.93,Canada,Cash,Email Campaign,Returning Customer
Robert Lewis,hannahking@example.org,Portrait,2024-04-24,2024-04,390.96,United States,Apple Pay,Email Campaign,New Customer
Erica Smith,matthew99@example.org,Product,2024-07-29,2024-07,703.29,Canada,Apple Pay,Instagram,Returning Customer
Roy Nielsen,zhendricks@example.org,Wedding,2025-02-06,2025-02,2722.87,United States,Cash,Email Campaign,Returning Customer
Mr. Steven Herrera,steven60@example.net,Product,2024-11-30,2024-11,502.47,Canada,Cash,Direct Visit,Occasional Buyer
Emily Herrera,barbararivera@example.com,Real Estate,2024-07-26,2024-07,236.8,Canada,Bank Transfer,Referral,Business Client
Ryan Morgan,ksims@example.net,Wedding,2024-05-02,2024-05,2403.79,Canada,Apple Pay,Facebook,Business Client
Bruce Patton,janet50@example.com,Product,2024-11-15,2024-11,579.55,United States,PayPal,Direct Visit,Business Client
David Hayes DVM,aliciathompson@example.com,Event,2024-09-06,2024-09,1129.07,United States,PayPal,Direct Visit,Returning Customer
Susan Wallace,lloydrebecca@example.org,Event,2025-01-20,2025-01,939.32,Canada,Apple Pay,Referral,Returning Customer
Morgan Mills,douglas18@example.net,Product,2024-06-16,2024-06,626.07,Canada,Cash,Google Search,Returning Customer
Andrew Hughes,smithsarah@example.net,Wedding,2025-04-06,2025-04,1717.99,United States,PayPal,Facebook,Business Client
Felicia Small,meyerdonna@example.com,Wedding,2025-02-12,2025-02,1929.92,Canada,PayPal,Google Search,Returning Customer
Margaret Clark,jameshill@example.com,Wedding,2024-04-16,2024-04,2630.39,United States,Bank Transfer,Referral,New Customer
Denise Moore,smithcindy@example.net,Product,2025-01-15,2025-01,643.7,United States,Apple Pay,Referral,New Customer
Kirsten Nelson,audrey21@example.com,Real Estate,2024-05-15,2024-05,499.41,Canada,Credit Card,Referral,New Customer
Jeremy Anderson,dberger@example.org,Stock Photo License,2024-11-18,2024-11,73.79,Canada,Apple Pay,Google Search,New Customer
James Bush,tjensen@example.com,Wedding,2024-08-26,2024-08,2430.84,Canada,PayPal,Email Campaign,Business Client
Megan Ferguson,fbradley@example.net,Event,2025-02-01,2025-02,979.6,United States,PayPal,Facebook,New Customer
Michael Mckinney,oruiz@example.org,Stock Photo License,2024-09-26,2024-09,28.72,United States,Apple Pay,Google Search,New Customer
Susan Myers,kristina57@example.com,Portrait,2025-02-17,2025-02,289.15,United States,PayPal,Direct Visit,Business Client
Gregory Murray,justinbailey@example.net,Wedding,2024-04-19,2024-04,2199.5,United States,Credit Card,Instagram,Occasional Buyer
Robert Robles,angela14@example.net,Event,2024-05-24,2024-05,996.29,Canada,Cash,Direct Visit,Returning Customer
Cynthia Sanchez,terrireyes@example.com,Wedding,2024-09-23,2024-09,2561.52,United States,PayPal,Direct Visit,New Customer
Jessica Baird,amy32@example.net,Portrait,2024-06-23,2024-06,253.98,Canada,Credit Card,Facebook,New Customer
Michelle Copeland,vargassteven@example.net,Wedding,2024-12-09,2024-12,1997.83,Canada,Bank Transfer,Instagram,Occasional Buyer
Eric Sullivan,jenningscandace@example.com,Event,2024-05-13,2024-05,727.37,United States,Credit Card,Email Campaign,New Customer
Amy Robinson,paigeberger@example.net,Wedding,2024-08-05,2024-08,2463.4,United States,Credit Card,Email Campaign,Business Client
Mary Chavez,peter97@example.org,Portrait,2025-01-29,2025-01,349.05,United States,Cash,Facebook,Returning Customer
Elizabeth Bauer,samantha65@example.org,Wedding,2024-06-22,2024-06,2867.0,Canada,Apple Pay,Direct Visit,New Customer
Kayla Abbott,bryan80@example.org,Wedding,2024-11-07,2024-11,2847.42,United States,Bank Transfer,Direct Visit,New Customer
Heather Callahan,youngjacqueline@example.com,Wedding,2024-12-21,2024-12,2957.44,United States,Credit Card,Instagram,Returning Customer
Jennifer Graham,elainewells@example.org,Real Estate,2024-11-22,2024-11,532.48,Canada,Credit Card,Instagram,Returning Customer
Heather Butler,whitney22@example.org,Event,2024-10-28,2024-10,1178.6,Canada,Credit Card,Email Campaign,Returning Customer
Nathan Tucker,iproctor@example.org,Wedding,2024-05-04,2024-05,2575.3,United States,Credit Card,Google Search,New Customer
Shannon English,dhanson@example.net,Real Estate,2024-05-28,2024-05,379.04,United States,Bank Transfer,Referral,New Customer
Janice Perez,kjacobs@example.com,Event,2024-09-10,2024-09,689.72,United States,Cash,Email Campaign,New Customer
Jonathan Jenkins,arthur09@example.com,Wedding,2025-02-11,2025-02,2580.43,United States,Apple Pay,Google Search,Business Client
John Vaughn,jessicafox@example.com,Wedding,2024-12-21,2024-12,2892.07,United States,Bank Transfer,Email Campaign,New Customer
Steve Davis,qmccoy@example.net,Wedding,2024-09-25,2024-09,2647.91,Canada,Cash,Referral,Business Client
Rebecca Edwards,bergeramanda@example.org,Wedding,2024-05-06,2024-05,1734.49,United States,PayPal,Email Campaign,New Customer
Julie Gross,zgomez@example.com,Real Estate,2024-09-26,2024-09,372.86,United States,Bank Transfer,Email Campaign,Business Client
Thomas Curry,bryan79@example.org,Stock Photo License,2024-07-22,2024-07,68.36,Canada,Credit Card,Direct Visit,Business Client
Dorothy Mclaughlin,mitchellchristopher@example.net,Wedding,2024-11-03,2024-11,1562.66,Canada,Apple Pay,Direct Visit,Occasional Buyer
Darlene Gilbert,michaela01@example.net,Portrait,2024-05-06,2024-05,337.07,Canada,PayPal,Referral,Occasional Buyer
Brittany Griffin,josehaynes@example.com,Product,2024-06-10,2024-06,285.47,United States,PayPal,Direct Visit,Business Client
Amanda Riggs,caitlinunderwood@example.com,Wedding,2024-06-13,2024-06,1772.04,United States,Apple Pay,Referral,Returning Customer
James Guerrero,jasonnavarro@example.com,Wedding,2025-01-08,2025-01,2507.53,Canada,Credit Card,Instagram,Business Client
Robert Williams,tross@example.com,Portrait,2024-04-27,2024-04,232.71,United States,PayPal,Google Search,New Customer
Kim James,jwells@example.net,Wedding,2025-01-06,2025-01,1790.25,Canada,Cash,Facebook,Returning Customer
Timothy Cole,suzanne01@example.net,Portrait,2025-02-20,2025-02,296.04,Canada,Bank Transfer,Referral,New Customer
Jessica Hull,matthew41@example.com,Portrait,2024-11-27,2024-11,346.42,Canada,Bank Transfer,Facebook,New Customer
Raymond Curry,aprilbyrd@example.org,Event,2024-12-03,2024-12,1090.1,Canada,Cash,Facebook,Business Client
Adam Jones,gdavis@example.net,Portrait,2024-07-31,2024-07,177.21,United States,Bank Transfer,Instagram,Business Client
Douglas Lee,harveybrian@example.net,Wedding,2024-09-18,2024-09,2600.32,United States,Credit Card,Google Search,Business Client
Tiffany Little,millercassandra@example.com,Event,2024-12-04,2024-12,1031.38,Canada,Apple Pay,Instagram,Occasional Buyer
Kylie Coffey,dominguezjon@example.com,Event,2024-12-04,2024-12,789.12,Canada,PayPal,Facebook,New Customer
Jesse Carney,qschwartz@example.com,Product,2024-12-05,2024-12,553.76,Canada,PayPal,Referral,Returning Customer
Destiny Brown,dcook@example.com,Wedding,2024-07-11,2024-07,2045.8,United States,PayPal,Direct Visit,Returning Customer
