Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment
Andrew Dunn,connersylvia@example.net,Wedding,2025-04-09,2025-04,2284.72,Canada,Bank Transfer,Instagram,New Customer
Jordan Clark,xclements@example.org,Portrait,2025-04-13,2025-04,201.92,Canada,PayPal,Google Search,New Customer
Sarah Rivera,xmoran@example.net,Wedding,2025-04-12,2025-04,1665.65,Canada,PayPal,Google Search,Business Client
Brent Hopkins,petersonmaria@example.com,Wedding,2025-04-13,2025-04,2585.36,United States,Cash,Facebook,New Customer
Jacqueline Rodriguez,travisunderwood@example.net,Wedding,2025-04-13,2025-04,2719.77,Canada,Bank Transfer,Email Campaign,New Customer
Ashley Carr,davidphelps@example.org,Event,2025-04-12,2025-04,385.5,United States,Credit Card,Instagram,Returning Customer
Richard Love,shermanbrandon@example.net,Wedding,2025-04-11,2025-04,2036.29,Canada,Credit Card,Facebook,Business Client
Leah Barton,lellis@example.net,Wedding,2025-04-13,2025-04,2101.17,Canada,Cash,Email Campaign,Business Client
Jonathan Moreno,tranryan@example.net,Real Estate,2025-04-12,2025-04,424.42,United States,PayPal,Email Campaign,Business Client
Mr. Thomas Thompson,jessicaanderson@example.com,Stock Photo License,2025-04-08,2025-04,67.22,Canada,Apple Pay,Email Campaign,New Customer
Lisa Morris,mbarnes@example.net,Event,2025-04-12,2025-04,1001.25,United States,Cash,Referral,New Customer
Denise Stuart,shawn22@example.com,Portrait,2025-04-09,2025-04,161.49,Canada,Credit Card,Email Campaign,Business Client
Stacey Hunt,jennifer83@example.org,Portrait,2025-04-12,2025-04,335.91,United States,Bank Transfer,Direct Visit,Returning Customer
Miguel Parks,tinasantos@example.org,Event,2025-04-12,2025-04,385.72,United States,Cash,Facebook,Returning Customer
Melissa Morris,hodgesanna@example.net,Event,2025-04-13,2025-04,433.79,United States,Credit Card,Email Campaign,Occasional Buyer
Mary Butler,natalie60@example.net,Portrait,2025-04-11,2025-04,267.32,United States,Credit Card,Referral,New Customer
James Brown,gonzalezkaren@example.org,Portrait,2025-04-11,2025-04,219.54,Canada,Cash,Instagram,New Customer
Miss Brianna Brown,james80@example.com,Portrait,2025-04-08,2025-04,293.26,Canada,Cash,Facebook,New Customer
Ashley Parrish,juliahoffman@example.org,Portrait,2025-04-08,2025-04,313.34,Canada,Credit Card,Direct Visit,Returning Customer
Rebecca Horton,housepaul@example.net,Real Estate,2025-04-13,2025-04,495.89,Canada,Apple Pay,Direct Visit,New Customer
Juan Smith,james73@example.net,Event,2025-04-10,2025-04,1155.32,United States,PayPal,Referral,New Customer
Maria Fischer,kimberlybrandt@example.com,Real Estate,2025-04-12,2025-04,399.98,Canada,Cash,Google Search,New Customer
William Jones,jillwilson@example.org,Event,2025-04-10,2025-04,301.98,Canada,Apple Pay,Direct Visit,New Customer
Justin Anderson,adam72@example.org,Wedding,2025-04-11,2025-04,2845.32,Canada,Credit Card,Facebook,Returning Customer
Frank Williams,tracy98@example.com,Wedding,2025-04-10,2025-04,2895.32,Canada,PayPal,Email Campaign,New Customer
Michael Fox,abigailhartman@example.org,Real Estate,2025-04-12,2025-04,123.25,United States,Cash,Referral,Returning Customer
Joshua Davis,nicolealvarado@example.com,Stock Photo License,2025-04-11,2025-04,31.73,United States,Apple Pay,Referral,Business Client
Daniel Goodwin,wbarajas@example.net,Portrait,2025-04-13,2025-04,277.08,United States,Apple Pay,Instagram,Business Client
Michael Griffin,susanfleming@example.com,Wedding,2025-04-12,2025-04,2081.11,Canada,Apple Pay,Referral,New Customer
Robert Wilson,amber40@example.net,Event,2025-04-09,2025-04,923.26,Canada,Bank Transfer,Facebook,New Customer
Jaime Lang,stucker@example.net,Wedding,2025-04-12,2025-04,2119.12,Canada,Apple Pay,Facebook,Business Client
Jose Vaughan,teresaayala@example.net,Product,2025-04-09,2025-04,579.55,Canada,Bank Transfer,Email Campaign,New Customer
Austin Santiago,michellecoleman@example.org,Event,2025-04-08,2025-04,1177.66,Canada,Credit Card,Facebook,Returning Customer
Ronald Johns,elucas@example.net,Event,2025-04-12,2025-04,1148.41,Canada,Cash,Google Search,Returning Customer
Allison Love,millerbrian@example.com,Wedding,2025-04-12,2025-04,1717.99,United States,Bank Transfer,Instagram,Occasional Buyer
Laura Perez,rickey76@example.com,Event,2025-04-07,2025-04,431.79,Canada,PayPal,Direct Visit,New Customer
James Wilson,maychristine@example.net,Real Estate,2025-04-13,2025-04,151.24,United States,Apple Pay,Referral,New Customer
Mercedes Jones,robertsgina@example.net,Real Estate,2025-04-10,2025-04,499.41,United States,Cash,Referral,New Customer
Preston Kim,bshort@example.com,Real Estate,2025-04-13,2025-04,442.57,United States,Credit Card,Email Campaign,New Customer
Daniel Francis,susan24@example.net,Event,2025-04-13,2025-04,1002.83,United States,Bank Transfer,Direct Visit,Returning Customer
Traci Camacho,susan08@example.net,Event,2025-04-13,2025-04,998.53,Canada,Cash,Instagram,Occasional Buyer
Andrew Armstrong,fmedina@example.com,Wedding,2025-04-12,2025-04,2943.71,United States,Cash,Google Search,New Customer
Patrick Swanson,robertbrewer@example.net,Event,2025-04-12,2025-04,417.06,Canada,Credit Card,Facebook,New Customer
Clinton Jensen,james29@example.org,Product,2025-04-13,2025-04,223.96,United States,Apple Pay,Email Campaign,New Customer
Tara Gamble,enewman@example.com,Real Estate,2025-04-07,2025-04,375.08,Canada,Apple Pay,Instagram,Occasional Buyer
Danielle Gonzalez,wlynn@example.org,Portrait,2025-04-08,2025-04,346.56,Canada,Credit Card,Facebook,New Customer
Cynthia Mitchell,mcculloughlouis@example.com,Wedding,2025-04-10,2025-04,1997.83,United States,Apple Pay,Direct Visit,New Customer
Matthew Steele,arianadiaz@example.com,Event,2025-04-12,2025-04,976.92,United States,Bank Transfer,Referral,New Customer
Caroline Edwards,jenniferdavidson@example.com,Event,2025-04-09,2025-04,1126.75,United States,Bank Transfer,Referral,Occasional Buyer
Brandy Quinn,wford@example.com,Product,2025-04-11,2025-04,431.53,Canada,Credit Card,Direct Visit,Business Client
Mr. Matthew Miller,michele28@example.org,Portrait,2025-04-11,2025-04,350.7,United States,Bank Transfer,Email Campaign,New Customer
Stephen Jones,mcclainmelissa@example.net,Portrait,2025-04-08,2025-04,387.05,United States,Credit Card,Instagram,Returning Customer
Kevin Sullivan,rebeccaarnold@example.net,Real Estate,2025-04-11,2025-04,532.48,United States,PayPal,Direct Visit,Business Client
Kimberly Valdez,michaelwalker@example.net,Product,2025-04-11,2025-04,644.83,United States,PayPal,Google Search,New Customer
Donna Marshall,sanderswayne@example.net,Portrait,2025-04-07,2025-04,171.88,Canada,Apple Pay,Google Search,Returning Customer
Victor Holden,katherinetaylor@example.org,Wedding,2025-04-10,2025-04,1887.97,Canada,Cash,Facebook,New Customer
Travis Hopkins,jillwebb@example.com,Event,2025-04-12,2025-04,781.35,United States,Apple Pay,Google Search,Business Client
Philip Hall,mike03@example.net,Wedding,2025-04-08,2025-04,2892.07,Canada,Apple Pay,Google Search,New Customer
Heather Harrison,ckeith@example.net,Product,2025-04-13,2025-04,428.85,United States,Cash,Instagram,Returning Customer
Michael Boyd,mary49@example.net,Wedding,2025-04-12,2025-04,2086.49,Canada,PayPal,Facebook,Returning Customer
Jamie Gray,blacknicholas@example.org,Product,2025-04-12,2025-04,677.01,Canada,Credit Card,Direct Visit,Business Client
Heather Parrish,msparks@example.org,Wedding,2025-04-12,2025-04,1562.66,Canada,Apple Pay,Direct Visit,Occasional Buyer
Brenda Martin,robertsonjuan@example.org,Portrait,2025-04-13,2025-04,337.07,Canada,PayPal,Referral,Occasional Buyer
Jack Love,guerrerorobert@example.com,Product,2025-04-09,2025-04,285.47,Canada,PayPal,Google Search,New Customer
Karen Mendoza,brittanyholland@example.com,Real Estate,2025-04-13,2025-04,526.13,Canada,Apple Pay,Google Search,New Customer
Andrew Berry,dennishunt@example.net,Wedding,2025-04-12,2025-04,1647.3,Canada,Bank Transfer,Facebook,New Customer
Christopher Nielsen,kgreene@example.net,Event,2025-04-12,2025-04,390.04,United States,Bank Transfer,Referral,New Customer
Nathan Stanley,stacey37@example.net,Event,2025-04-12,2025-04,575.11,Canada,Bank Transfer,Referral,New Customer
Sharon Jackson DVM,laurahoover@example.org,Portrait,2025-04-12,2025-04,346.42,Canada,Bank Transfer,Facebook,New Customer
Kayla Jackson,sandra99@example.org,Event,2025-04-11,2025-04,1090.1,Canada,Bank Transfer,Referral,Returning Customer
James Rodriguez,alexandrablankenship@example.net,Wedding,2025-04-13,2025-04,2409.94,United States,Apple Pay,Instagram,New Customer
Chase Davis,mvalenzuela@example.org,Product,2025-04-07,2025-04,245.88,United States,Apple Pay,Email Campaign,New Customer
Kim Goodwin,olsondavid@example.net,Event,2025-04-12,2025-04,664.62,United States,Apple Pay,Facebook,Returning Customer
April Pace,xboyd@example.org,Stock Photo License,2025-04-12,2025-04,48.61,Canada,Cash,Instagram,Business Client
Jessica Mays,yclarke@example.com,Event,2025-04-08,2025-04,1071.45,United States,Cash,Facebook,Returning Customer
Natalie Juarez,colemanjonathan@example.org,Event,2025-04-13,2025-04,1063.18,United States,Apple Pay,Instagram,New Customer
Angela George,ascott@example.net,Wedding,2025-04-12,2025-04,2923.07,United States,Cash,Facebook,New Customer
Adrienne Mills,brooksjamie@example.com,Real Estate,2025-04-09,2025-04,215.87,United States,Credit Card,Email Campaign,New Customer
Brian Simmons,jose86@example.net,Product,2025-04-11,2025-04,416.75,Canada,Credit Card,Google Search,Occasional Buyer
Donald Becker,robertbowers@example.com,Portrait,2025-04-11,2025-04,325.93,Canada,Bank Transfer,Direct Visit,Returning Customer
Justin Webb,becky62@example.net,Wedding,2025-04-10,2025-04,2480.51,United States,Apple Pay,Facebook,New Customer
David Logan,craigromero@example.com,Product,2025-04-10,2025-04,509.82,Canada,Cash,Referral,Business Client
Lisa Cohen,martintamara@example.org,Wedding,2025-04-11,2025-04,2823.05,United States,Credit Card,Direct Visit,Returning Customer
Samantha Ruiz,qdavis@example.org,Wedding,2025-04-10,2025-04,1780.36,United States,PayPal,Referral,Business Client
Lee Ramsey,hmendez@example.com,Event,2025-04-11,2025-04,733.36,United States,Apple Pay,Instagram,Returning Customer
Linda Bautista,daniellegonzales@example.org,Portrait,2025-04-08,2025-04,210.92,United States,PayPal,Email Campaign,Returning Customer
Tara Holmes,arthurgreene@example.net,Product,2025-04-08,2025-04,288.12,United States,Apple Pay,Referral,Returning Customer
Lisa Craig,john02@example.org,Event,2025-04-12,2025-04,316.76,Canada,Credit Card,Instagram,New Customer
Penny Gomez MD,aprilmclaughlin@example.org,Stock Photo License,2025-04-08,2025-04,68.37,Canada,Apple Pay,Instagram,Business Client
Krista Barber,michael43@example.net,Real Estate,2025-04-12,2025-04,190.94,Canada,PayPal,Email Campaign,Returning Customer
Jordan Powell,greenrichard@example.org,Product,2025-04-07,2025-04,557.92,Canada,Cash,Instagram,New Customer
Kathy Morgan,prattsue@example.net,Wedding,2025-04-11,2025-04,2789.39,Canada,PayPal,Direct Visit,New Customer
Laura Benson,xhart@example.org,Portrait,2025-04-07,2025-04,303.69,United States,Credit Card,Referral,Returning Customer
Tonya Ellis,bmosley@example.com,Product,2025-04-07,2025-04,523.57,Canada,Apple Pay,Referral,New Customer
Austin Schultz,ericahall@example.com,Wedding,2025-04-09,2025-04,2294.72,Canada,Cash,Facebook,Returning Customer
Harry Nichols,john16@example.net,Event,2025-04-12,2025-04,985.39,United States,Cash,Instagram,New Customer
Gloria Spencer,thomasgomez@example.net,Real Estate,2025-04-08,2025-04,555.04,Canada,Bank Transfer,Instagram,New Customer
Travis Vega,victorgonzalez@example.net,Event,2025-04-11,2025-04,306.4,United States,Cash,Email Campaign,New Customer
Derek Perez,marykelly@example.org,Real Estate,2025-04-08,2025-04,304.42,Canada,Apple Pay,Facebook,New Customer
Blake Sosa,waustin@example.net,Portrait,2025-04-12,2025-04,291.17,Canada,PayPal,Referral,Returning Customer
Sarah Watson,travis94@example.com,Event,2025-04-12,2025-04,460.85,Canada,Bank Transfer,Facebook,Returning Customer
Phillip Dixon,kwalker@example.org,Real Estate,2025-04-08,2025-04,299.06,United States,PayPal,Referral,Business Client
Robert Mendoza,shawphillip@example.net,Product,2025-04-11,2025-04,260.17,Canada,Apple Pay,Direct Visit,Returning Customer
Joyce Martinez,astewart@example.org,Event,2025-04-13,2025-04,444.66,United States,Credit Card,Instagram,New Customer
Jamie Garcia,chloe42@example.net,Event,2025-04-09,2025-04,379.33,Canada,Credit Card,Direct Visit,New Customer
Derrick Mullen,michael76@example.org,Portrait,2025-04-12,2025-04,396.11,Canada,Apple Pay,Google Search,Occasional Buyer
Paul Diaz,lramirez@example.net,Real Estate,2025-04-11,2025-04,420.15,United States,Apple Pay,Facebook,New Customer
Kenneth Perez,lelinda@example.net,Real Estate,2025-04-12,2025-04,355.27,United States,Credit Card,Facebook,New Customer
James Thomas,thomassmith@example.com,Wedding,2025-04-13,2025-04,1736.17,Canada,Bank Transfer,Email Campaign,New Customer
Dr. Samuel Holmes DDS,jevans@example.net,Event,2025-04-12,2025-04,765.97,United States,Credit Card,Direct Visit,New Customer
Brett Martin,lisawoods@example.net,Real Estate,2025-04-10,2025-04,557.5,Canada,PayPal,Direct Visit,Occasional Buyer
Patrick Green,ann45@example.org,Portrait,2025-04-07,2025-04,250.99,United States,Cash,Direct Visit,New Customer
Gregory Frazier,barbarasantos@example.net,Wedding,2025-04-13,2025-04,1941.38,Canada,Apple Pay,Direct Visit,New Customer
Richard Kelly,champton@example.org,Portrait,2025-04-11,2025-04,244.27,United States,Bank Transfer,Referral,Returning Customer
Dustin Welch,mirandadavidson@example.com,Product,2025-04-11,2025-04,717.21,Canada,Credit Card,Referral,Returning Customer
Logan Sullivan,millermatthew@example.com,Stock Photo License,2025-04-09,2025-04,58.85,Canada,Cash,Facebook,Returning Customer
Eddie Adams,cnelson@example.com,Wedding,2025-04-09,2025-04,2748.27,United States,Cash,Email Campaign,Business Client
Kelly Cole,ivanjohnson@example.net,Portrait,2025-04-08,2025-04,288.64,Canada,Bank Transfer,Instagram,Business Client
David Manning,clarkrandy@example.org,Wedding,2025-04-12,2025-04,2920.68,United States,Cash,Email Campaign,New Customer
Shawn Kelley,wisealexandria@example.org,Event,2025-04-09,2025-04,1085.47,United States,PayPal,Direct Visit,New Customer
Luke Miller,pparker@example.net,Real Estate,2025-04-07,2025-04,159.94,Canada,Apple Pay,Google Search,Business Client
Mark Anderson,anthonyalvarado@example.com,Portrait,2025-04-11,2025-04,160.57,Canada,Cash,Direct Visit,Business Client
Julie Pitts,amy28@example.org,Portrait,2025-04-13,2025-04,396.1,Canada,Cash,Instagram,Business Client
Joyce Curry,omills@example.net,Wedding,2025-04-11,2025-04,2288.6,United States,Apple Pay,Facebook,New Customer
Gregory Fernandez,ramosmichael@example.com,Event,2025-04-13,2025-04,457.32,Canada,Bank Transfer,Email Campaign,New Customer
Adam Mills,mauriceharrison@example.org,Event,2025-04-08,2025-04,641.49,Canada,Apple Pay,Facebook,New Customer
Katherine Campos,albert64@example.net,Wedding,2025-04-13,2025-04,1904.11,Canada,Bank Transfer,Instagram,New Customer
Adam Brooks,bkhan@example.com,Wedding,2025-04-10,2025-04,2551.07,Canada,Bank Transfer,Referral,New Customer
Miguel Brewer,fwalker@example.com,Wedding,2025-04-09,2025-04,2363.84,United States,Bank Transfer,Instagram,Returning Customer
Kellie Marsh,justin84@example.com,Product,2025-04-13,2025-04,317.64,United States,Cash,Google Search,New Customer
Barry Taylor,walshchristine@example.com,Portrait,2025-04-13,2025-04,398.89,Canada,Cash,Facebook,New Customer
Katherine Flores,brandonnichols@example.org,Product,2025-04-08,2025-04,228.63,United States,Credit Card,Instagram,Business Client
Diane Martinez,oacosta@example.org,Portrait,2025-04-11,2025-04,307.47,Canada,Bank Transfer,Facebook,New Customer
Johnny Peterson,kristi75@example.com,Event,2025-04-10,2025-04,1029.01,Canada,Credit Card,Facebook,Business Client
Amanda Miller,brianrowe@example.org,Stock Photo License,2025-04-12,2025-04,34.95,United States,Bank Transfer,Facebook,New Customer
Catherine Huang,lisa01@example.net,Portrait,2025-04-11,2025-04,343.69,United States,Cash,Direct Visit,New Customer
Ray Ramos,gonzalezjill@example.org,Event,2025-04-08,2025-04,430.36,Canada,Cash,Email Campaign,Returning Customer
Vickie Kennedy,sharon20@example.net,Portrait,2025-04-07,2025-04,376.77,Canada,PayPal,Facebook,New Customer
Kelly King,james03@example.org,Wedding,2025-04-12,2025-04,1901.21,Canada,Cash,Facebook,Business Client
Jeffrey Smith,brenda63@example.org,Portrait,2025-04-08,2025-04,262.57,United States,PayPal,Email Campaign,New Customer
Lauren Vazquez,nathandavis@example.org,Wedding,2025-04-12,2025-04,2615.81,United States,PayPal,Referral,New Customer
Mr. George Booker DDS,browndeanna@example.net,Wedding,2025-04-11,2025-04,2818.04,United States,Cash,Direct Visit,Business Client
Ashley Freeman,tina57@example.net,Wedding,2025-04-08,2025-04,1893.68,Canada,Bank Transfer,Instagram,New Customer
Michael Howard,johnwilliams@example.net,Wedding,2025-04-08,2025-04,2439.72,United States,Credit Card,Google Search,Returning Customer
Edward Terry,ashleystephens@example.com,Product,2025-04-11,2025-04,395.12,Canada,Apple Pay,Referral,New Customer
Denise Guerra,caseymoore@example.com,Product,2025-04-12,2025-04,523.57,Canada,Apple Pay,Referral,Returning Customer
Kimberly Gibson,bgross@example.net,Event,2025-04-10,2025-04,578.7,United States,Credit Card,Referral,New Customer
Patty Allen,barrettamber@example.com,Portrait,2025-04-07,2025-04,188.93,United States,Bank Transfer,Facebook,New Customer
Michael Cannon,chloemorris@example.net,Wedding,2025-04-13,2025-04,2883.13,Canada,Bank Transfer,Google Search,Business Client
Brent Hopkins,conleydavid@example.org,Real Estate,2025-04-12,2025-04,398.5,Canada,PayPal,Referral,Business Client
John Garcia,hbarrett@example.net,Portrait,2025-04-12,2025-04,212.47,Canada,Cash,Instagram,New Customer
Dawn Diaz,smithsamantha@example.net,Portrait,2025-04-12,2025-04,209.89,Canada,Bank Transfer,Email Campaign,Business Client
Steve Miller PhD,wardjulia@example.com,Real Estate,2025-04-13,2025-04,306.45,United States,PayPal,Facebook,New Customer
Rebecca Brown,allison14@example.org,Portrait,2025-04-12,2025-04,263.19,Canada,PayPal,Facebook,New Customer
Toni Davis,amandalopez@example.net,Wedding,2025-04-09,2025-04,2302.46,United States,Bank Transfer,Facebook,New Customer
Laura Meza,xreese@example.net,Portrait,2025-04-08,2025-04,152.05,United States,Cash,Instagram,New Customer
Megan Park,kandrade@example.org,Portrait,2025-04-13,2025-04,349.87,Canada,Credit Card,Facebook,New Customer
Kathy Sandoval,umahoney@example.net,Real Estate,2025-04-09,2025-04,173.04,Canada,Credit Card,Direct Visit,New Customer
Erika Watson PhD,umckenzie@example.net,Wedding,2025-04-13,2025-04,2762.31,United States,Credit Card,Email Campaign,New Customer
Joshua Brooks,michael77@example.com,Real Estate,2025-04-12,2025-04,321.48,United States,PayPal,Referral,Business Client
Andrew Mitchell,holmesvictoria@example.com,Wedding,2025-04-09,2025-04,2499.01,Canada,Bank Transfer,Facebook,New Customer
William Lewis,andrew48@example.net,Event,2025-04-11,2025-04,970.25,United States,Bank Transfer,Referral,Returning Customer
Tammy Moore,stevenseric@example.com,Wedding,2025-04-13,2025-04,2831.28,United States,Credit Card,Instagram,Returning Customer
Kevin Hall,christopher69@example.org,Portrait,2025-04-09,2025-04,191.84,United States,Cash,Instagram,New Customer
Misty Mcguire,tracynolan@example.net,Wedding,2025-04-11,2025-04,2675.21,United States,Bank Transfer,Google Search,New Customer
Susan Larson,benjamin96@example.org,Portrait,2025-04-10,2025-04,321.49,United States,Credit Card,Facebook,Returning Customer
Tammy Cook,hbutler@example.org,Event,2025-04-08,2025-04,1012.32,United States,Bank Transfer,Direct Visit,Business Client
Sarah Mcfarland,hbrown@example.org,Real Estate,2025-04-11,2025-04,502.76,United States,Credit Card,Email Campaign,New Customer
Karl Murphy,ericnunez@example.com,Event,2025-04-07,2025-04,525.63,Canada,Apple Pay,Facebook,Returning Customer
Nicole Johnston,walkerkeith@example.com,Portrait,2025-04-11,2025-04,291.68,Canada,Cash,Facebook,Business Client
George Alvarez,kelleyjose@example.com,Event,2025-04-08,2025-04,1074.5,United States,Cash,Facebook,Business Client
Patricia Anderson,timothygonzalez@example.com,Portrait,2025-04-12,2025-04,263.52,Canada,PayPal,Google Search,Returning Customer
Christina Gilbert,johnadams@example.com,Portrait,2025-04-10,2025-04,305.05,United States,Apple Pay,Referral,New Customer
Thomas Davis,whenderson@example.org,Event,2025-04-08,2025-04,989.16,Canada,Bank Transfer,Referral,Returning Customer
Kirk Johnson,gary59@example.com,Wedding,2025-04-07,2025-04,2284.8,United States,PayPal,Google Search,New Customer
Jessica Glass,jamesbrooks@example.net,Portrait,2025-04-12,2025-04,174.69,Canada,Cash,Direct Visit,Returning Customer
Ashley Brown,mistywilkins@example.org,Event,2025-04-09,2025-04,344.18,United States,Credit Card,Instagram,Returning Customer
Robert Torres,njohnson@example.net,Product,2025-04-11,2025-04,699.25,United States,Bank Transfer,Direct Visit,Business Client
Christina Mills,ana92@example.net,Product,2025-04-12,2025-04,693.22,United States,Apple Pay,Facebook,Returning Customer
Alicia Aguilar,scottbrian@example.org,Event,2025-04-07,2025-04,1051.01,United States,Apple Pay,Google Search,New Customer
Lisa Brown,jonesdonna@example.net,Wedding,2025-04-09,2025-04,2078.0,United States,Apple Pay,Email Campaign,Occasional Buyer
Mary Lin,carternicole@example.com,Event,2025-04-12,2025-04,802.33,Canada,Cash,Email Campaign,Returning Customer
James Bray,mckeetodd@example.net,Product,2025-04-09,2025-04,300.09,Canada,Apple Pay,Facebook,Returning Customer
Charlotte Mason,tcastro@example.org,Portrait,2025-04-13,2025-04,299.98,Canada,Apple Pay,Facebook,Business Client
Thomas Torres,klong@example.org,Portrait,2025-04-13,2025-04,308.31,Canada,Apple Pay,Instagram,Returning Customer
Harold Garrett,wendyirwin@example.com,Wedding,2025-04-13,2025-04,2648.56,Canada,Bank Transfer,Referral,New Customer
Lori Johns,raymondstacy@example.org,Portrait,2025-04-13,2025-04,331.58,United States,Apple Pay,Instagram,Occasional Buyer
Steven Sandoval,blairabigail@example.net,Portrait,2025-04-09,2025-04,225.08,Canada,Credit Card,Email Campaign,Business Client
Lori Perez,ashleysimmons@example.com,Product,2025-04-12,2025-04,506.76,United States,Credit Card,Google Search,New Customer
Erin Daniels,denisecarpenter@example.net,Wedding,2025-04-13,2025-04,1897.48,United States,PayPal,Facebook,Business Client
Shari Parker,russellstout@example.org,Wedding,2025-04-13,2025-04,2099.7,United States,Bank Transfer,Referral,New Customer
Krystal Moore,grantstacy@example.org,Real Estate,2025-04-12,2025-04,444.8,United States,Apple Pay,Email Campaign,New Customer
Ryan Thomas,cannonnicole@example.com,Event,2025-04-07,2025-04,818.66,United States,Bank Transfer,Facebook,Business Client
Elizabeth Reese,edwin31@example.org,Portrait,2025-04-08,2025-04,382.56,United States,Apple Pay,Google Search,Returning Customer
Phillip Salazar,catherine93@example.net,Event,2025-04-11,2025-04,348.72,Canada,Apple Pay,Direct Visit,New Customer
Michael Howard,manderson@example.com,Portrait,2025-04-07,2025-04,205.2,Canada,Cash,Direct Visit,Returning Customer
Jacqueline Christian,kwells@example.org,Wedding,2025-04-12,2025-04,2147.9,United States,PayPal,Facebook,New Customer
Jason Novak,stephanie33@example.org,Event,2025-04-10,2025-04,344.38,United States,Cash,Direct Visit,New Customer
Timothy Duke,dwatts@example.org,Event,2025-04-11,2025-04,985.83,United States,Cash,Referral,Returning Customer
Ricardo Franklin,zcortez@example.net,Wedding,2025-04-12,2025-04,2424.0,United States,PayPal,Google Search,New Customer
Laura Herrera,meyershannon@example.org,Portrait,2025-04-12,2025-04,321.18,United States,Cash,Referral,New Customer
Danielle Medina,grantzachary@example.net,Wedding,2025-04-12,2025-04,2016.79,Canada,PayPal,Facebook,Returning Customer
Cheryl Gonzales,kim47@example.org,Stock Photo License,2025-04-08,2025-04,47.11,United States,PayPal,Instagram,Returning Customer
Louis Brown,stevenlucas@example.org,Wedding,2025-04-08,2025-04,2592.73,United States,PayPal,Direct Visit,Occasional Buyer
Ashley Osborne,phillipmorris@example.org,Product,2025-04-07,2025-04,692.08,United States,Bank Transfer,Referral,New Customer
Kevin Marquez,nicoledavis@example.com,Portrait,2025-04-09,2025-04,335.0,Canada,Apple Pay,Referral,Returning Customer
Susan Hogan,davisjasmin@example.net,Stock Photo License,2025-04-12,2025-04,59.75,Canada,Apple Pay,Email Campaign,Returning Customer
Joseph Cruz,nicholasjames@example.org,Wedding,2025-04-09,2025-04,1590.17,Canada,Credit Card,Referral,Returning Customer
Krystal Keller,fernandothomas@example.net,Wedding,2025-04-09,2025-04,2082.97,Canada,Credit Card,Google Search,New Customer
Eric Cross,lroberts@example.org,Product,2025-04-13,2025-04,431.91,United States,Bank Transfer,Referral,Business Client
Toni Smith,alexander77@example.net,Portrait,2025-04-11,2025-04,196.6,Canada,Apple Pay,Email Campaign,New Customer
Lisa Snyder,briannaalvarez@example.com,Wedding,2025-04-10,2025-04,2294.12,Canada,PayPal,Google Search,New Customer
Kyle Smith,christine83@example.org,Portrait,2025-04-09,2025-04,306.31,Canada,Credit Card,Email Campaign,New Customer
Anthony Bailey,melissaestrada@example.net,Portrait,2025-04-13,2025-04,399.99,Canada,PayPal,Instagram,New Customer
Thomas Williams,kchaney@example.net,Portrait,2025-04-12,2025-04,184.32,United States,Cash,Instagram,Returning Customer
Matthew Graves,tammycurry@example.com,Portrait,2025-04-12,2025-04,228.1,Canada,Apple Pay,Instagram,New Customer
Anna Evans,priscilla16@example.net,Wedding,2025-04-13,2025-04,2312.03,United States,Bank Transfer,Email Campaign,Business Client
John Martinez,mark68@example.org,Portrait,2025-04-13,2025-04,183.81,United States,Apple Pay,Instagram,New Customer
Lisa Rodriguez,webbhaley@example.net,Event,2025-04-08,2025-04,1153.74,Canada,PayPal,Email Campaign,New Customer
Lee Stewart,sara99@example.com,Portrait,2025-04-13,2025-04,393.22,Canada,Cash,Email Campaign,Occasional Buyer
Lynn Vasquez,nicolehall@example.com,Product,2025-04-09,2025-04,759.95,United States,Credit Card,Instagram,New Customer
April Johnson,mclaughlinjared@example.net,Real Estate,2025-04-09,2025-04,405.99,United States,Apple Pay,Instagram,New Customer
Mrs. Felicia Castro DDS,davidsonhannah@example.com,Wedding,2025-04-12,2025-04,1619.21,United States,Apple Pay,Direct Visit,New Customer
Elizabeth Hunter,katie15@example.com,Event,2025-04-10,2025-04,465.58,Canada,PayPal,Instagram,New Customer
Keith Choi,jamesbass@example.net,Wedding,2025-04-07,2025-04,2646.81,Canada,Cash,Instagram,Business Client
John Johnson,timothyburton@example.net,Stock Photo License,2025-04-07,2025-04,62.89,Canada,Apple Pay,Referral,Returning Customer
Julia Olsen,conleykevin@example.net,Product,2025-04-11,2025-04,732.55,United States,Apple Pay,Email Campaign,Business Client
Kristen Smith,lauren51@example.org,Event,2025-04-13,2025-04,654.74,United States,Apple Pay,Google Search,New Customer
Andre Terrell,ashleyprice@example.net,Real Estate,2025-04-13,2025-04,121.21,Canada,Credit Card,Direct Visit,New Customer
Richard Parker,jennifer46@example.org,Real Estate,2025-04-09,2025-04,581.3,Canada,Cash,Facebook,Business Client
David Hayes DVM,aliciathompson@example.com,Wedding,2025-04-10,2025-04,1749.73,United States,Apple Pay,Instagram,New Customer
Paula Gentry,zhunter@example.com,Event,2025-04-11,2025-04,381.4,United States,Apple Pay,Email Campaign,Returning Customer
Brittany Peterson,hoconnor@example.com,Portrait,2025-04-07,2025-04,230.87,Canada,Apple Pay,Email Campaign,Business Client
